,train,test,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
42,0.8638863287250385,0.8567287784679088,101,18,0.48119455689578755,0.13740613140718586,1000,0.05441554152312656,0.04844425841008826,0.9614267246777836,270,identity,lbfgs,constant,4,29,42,,,,,,,,,,,,
43,0.8939912954429083,0.8853416149068323,198,31,0.3751667851012456,0.17940785108232843,1000,0.004928177248268016,0.010398354804748565,0.7495832366322888,375,identity,lbfgs,constant,4,29,43,,,,,,,,,,,,
44,0.8058678955453148,0.7994202898550724,61,117,0.40271638558679773,0.4948508375440246,15262,0.06750709439809219,0.8943608085525154,0.33963872011657537,163,identity,lbfgs,constant,3,44,,,,,,,,,,,,,
45,0.7707552483358935,0.7623188405797101,170,23,0.5,0.2925243725414021,33036,0.16886819844071788,0.5232656596824908,0.2764524042129038,1000,identity,lbfgs,constant,3,45,,,,,,,,,,,,,
46,0.790832053251408,0.7937474120082816,134,267,0.1268605061464118,0.0017495299600589554,16024,0.09251728191321133,0.5664503863962371,0.6569122771874104,561,identity,lbfgs,constant,1,11(s),46,,,,,,,,,,,,
47,0.7879006656426011,0.793871635610766,1,112,0.06468915463158376,0.002861185571622521,1000,0.023379067155557494,0.5035747392368087,0.45454815882612876,266,identity,lbfgs,constant,1,11(s),47,,,,,,,,,,,,
48,0.7929928315412187,0.7937060041407867,269,264,0.030172454570745355,0.030172454570745355,18581,0.0817060815477383,0.01631814361639162,0.13386641055472565,146,identity,lbfgs,constant,2,15,48,,,,,,,,,,,,
49,0.7815207373271889,0.7736645962732919,181,168,0.3350616932783512,0.3350616932783512,18330,0.20323551405014456,0.1143260380328178,0.3742783831571127,83,identity,lbfgs,constant,2,15,49,,,,,,,,,,,,
50,0.7843958013312853,0.7908902691511387,87,313,0.018003334246863165,0.3987615810167551,39876,0.3987615810167551,0.5374695041214492,0.8293483209818271,724,identity,lbfgs,constant,6,18,50,,,,,,,,,,,,
51,0.7772196620583717,0.7794202898550724,100,147,0.12528063073201237,0.1175655646001249,11756,0.1175655646001249,0.3235302143320515,0.6170155859337034,1000,identity,lbfgs,constant,6,18,51,,,,,,,,,,,,
52,0.825174091141833,0.831055900621118,191,41,0.5,0.025817233653552096,50000,0.11278685736981546,0.667307090894384,0.08140916772893228,213,identity,lbfgs,constant,9,20,52,,,,,,,,,,,,
53,0.8911239119303636,0.8853416149068323,167,76,0.5,0.5,5235,0.005698830501147251,0.5839342695167036,0.18229827245740093,30,identity,lbfgs,constant,9,20,53,,,,,,,,,,,,
54,0.803020993343574,0.8108902691511387,389,452,0.17611524770075693,0.002526196250723475,16233,0.12042743040063238,0.7930047820453601,0.7947250553395896,324,identity,lbfgs,constant,1,10(s),54,,,,,,,,,,,,
55,0.8624500768049156,0.8596687370600413,500,54,0.16492789242180322,0.003704451031602268,13591,0.056935081337420354,0.6551730872854695,0.8058025727555979,271,identity,lbfgs,constant,1,10(s),55,,,,,,,,,,,,
56,0.7915437788018432,0.7937474120082815,404,117,0.40468898369865614,0.0007079988629021955,50000,0.40468898369865614,0.020693864013982086,0.999,13,identity,lbfgs,constant,4,30,56,,,,,,,,,,,,
57,0.7987173579109063,0.8023188405797101,299,158,0.29943326714156027,0.06286094755548736,50000,0.29943326714156027,0.015493204140635784,0.999,31,identity,lbfgs,constant,4,30,57,,,,,,,,,,,,
58,0.7994495647721453,0.805175983436853,18,500,0.18923346018206266,0.012426939327052855,10866,0.1434539559068032,0.007336053418906585,0.6056837761073585,144,identity,lbfgs,constant,0,58,,,,,,,,,,,,,
59,0.8954121863799284,0.8940372670807453,7,135,0.17909431976314194,0.12677232756392764,7604,0.02879163748998359,0.6512337498259932,0.23526746156673572,78,identity,lbfgs,constant,0,59,,,,,,,,,,,,,
60,0.8975652841781875,0.899751552795031,11,69,0.053162073993534995,0.0004906008282221062,4780,0.009979053907536131,0.048635359075297944,0.999,124,identity,lbfgs,constant,8,28,60,,,,,,,,,,,,
61,0.8653174603174604,0.868198757763975,25,23,0.08219235587702062,0.050798659075258504,1415,0.054239906218075194,0.03226100707954724,0.38847956488945323,257,identity,lbfgs,constant,8,28,61,,,,,,,,,,,,
62,0.7779595494111623,0.7936231884057972,216,15,0.46312377273624517,0.4372973452246187,2202,0.5,0.7776033718377867,0.999,200,identity,lbfgs,constant,9,62,,,,,,,,,,,,,
63,0.7829493087557603,0.7765631469979296,285,500,0.5,0.5,50000,0.5,0.999,0.999,233,identity,lbfgs,constant,9,63,,,,,,,,,,,,,
64,0.7879749103942653,0.790807453416149,92,123,0.5,0.06154660784564779,4134,0.4080976638616604,0.028258477846324424,0.999,320,identity,lbfgs,constant,8,64,,,,,,,,,,,,,
65,0.779426523297491,0.7879089026915114,57,128,0.4378071900238747,0.018554276516801603,4890,0.17738123113241802,0.046227149056972866,0.8071878864450218,50,identity,lbfgs,constant,8,65,,,,,,,,,,,,,
66,0.9011495135688683,0.9026086956521739,8,84,0.1254159020238321,0.00717924550523585,1000,0.0008794840128322425,0.02794905229437805,0.3309217339621189,30,identity,lbfgs,constant,0,24,31(s),66(s),,,,,,,,,,,
67,0.9011495135688683,0.9026086956521739,16,500,0.02666410754915368,0.004901159135996138,1872,0.005343233345382478,0.9126975241666526,0.14385677639817185,55,identity,lbfgs,constant,0,24,31(s),67(s),,,,,,,,,,,
68,0.9011495135688683,0.9026086956521739,37,500,0.07022500863993844,0.006517634838856367,1994,0.004203455926859628,0.5210447428493453,0.9341330446909886,149,identity,lbfgs,constant,0,24,31(s),68(s),,,,,,,,,,,
69,0.8846697388632873,0.8911801242236024,20,66,0.0692595022679459,0.0005135333070045527,9351,0.019100322099836153,0.09563604043830377,0.38092947638876373,211,identity,lbfgs,constant,8,28,60,69(s),,,,,,,,,,,
70,0.8954147465437788,0.899751552795031,15,10,0.08088857100430877,0.00042670992336886905,2253,0.00789831792310138,0.042157432210573366,0.9273894013773114,230,identity,lbfgs,constant,8,28,60,70(s),,,,,,,,,,,
71,0.8947081413210445,0.8824844720496895,7,45,0.019407034996693794,0.0009030818722702199,1000,0.015367193211886914,0.07766629253013137,0.8174718635906002,82,identity,lbfgs,constant,8,28,60,71(s),,,,,,,,,,,
72,0.8882565284178188,0.8824844720496895,11,152,0.26108569344154886,0.031797587223164295,12765,0.040999062833208144,0.9555484476539111,0.39994453408043174,133,identity,lbfgs,constant,0,59,72,,,,,,,,,,,,
73,0.8252201740911419,0.8308902691511388,1,69,0.05274261235009575,0.20607585275762813,1937,0.0482807449766461,0.07940465152934006,0.18213180202889365,64,identity,lbfgs,constant,0,59,73,,,,,,,,,,,,
74,0.8932642089093703,0.8940372670807453,50,406,0.08114270106614123,0.1060205059297386,1187,0.007073255448015108,0.6152683458361228,0.6945578106265407,1000,identity,lbfgs,constant,0,24,74,,,,,,,,,,,,
75,0.8968586789554532,0.8881987577639752,13,437,0.044437137123975935,0.09082800536889851,1124,0.018089893851414504,0.8074500442489491,0.6032888423776677,1000,identity,lbfgs,constant,0,24,75,,,,,,,,,,,,
76,0.8717562724014337,0.8597515527950309,4,224,0.10412753315023454,0.005127722251720403,30920,0.056469314223878755,0.28076416911817287,0.08452324818824186,84,identity,lbfgs,constant,1,41,76,,,,,,,,,,,,
77,0.8839477726574503,0.8883229813664595,32,57,0.076769436365025,0.0031100160460070733,37396,0.017993090972538938,0.3198400936603874,0.3704525745446583,70,identity,lbfgs,constant,1,41,77,,,,,,,,,,,,
78,0.8954147465437788,0.8911801242236024,121,3,0.09154756883145798,0.1250471882772582,1771,0.004780625826321465,0.001297376232672804,0.5542860438749766,139,identity,lbfgs,constant,4,29,43,78,,,,,,,,,,,
79,0.8889733742959549,0.885424430641822,34,39,0.1430231925022066,0.07647755240927709,1337,0.00834763047904424,0.0053692842214805095,0.999,3,identity,lbfgs,constant,4,29,43,79,,,,,,,,,,,
80,0.8832386072708653,0.88824016563147,500,318,0.0012258300669000383,0.1295279780963972,4270,0.03258324552205634,0.2934580358095583,0.7512463526895895,565,identity,lbfgs,constant,5,80,,,,,,,,,,,,,
81,0.882521761392729,0.8796273291925466,500,341,0.03668011362328357,0.1384574169186727,27083,0.006670802937027105,0.6559428928394667,0.15016087753167545,54,identity,lbfgs,constant,5,81,,,,,,,,,,,,,
82,0.8825217613927292,0.8853830227743271,175,119,0.0990284392149719,0.020905582146757584,1473,0.006514995311953202,0.6949580624511027,0.4614557825951857,1000,identity,lbfgs,constant,0,24,32(s),82,,,,,,,,,,,
83,0.889690220174091,0.8824844720496895,70,116,0.10067506056890993,0.20882147093725584,1996,0.008172451529435807,0.36959611069169,0.6077015960864681,1000,identity,lbfgs,constant,0,24,32(s),83,,,,,,,,,,,
84,0.8839554531490015,0.8796273291925466,195,4,0.0068502745266214825,0.00891178561903972,36520,0.012959577134341975,0.011802110442002026,0.6381963664214594,451,identity,lbfgs,constant,5,14,36,84,,,,,,,,,,,
85,0.8853891449052739,0.8824844720496895,153,4,9.288261449966716e-05,0.0012668597135077181,37018,0.014718109751287805,0.02093432672992577,0.9585986317059715,1000,identity,lbfgs,constant,5,14,36,85,,,,,,,,,,,
86,0.8839554531490016,0.8796273291925466,127,148,0.3498159888113706,0.0032484035245364477,18178,0.05663939017180063,0.18626520901698673,0.0863083478923623,374,identity,lbfgs,constant,3,26,86,,,,,,,,,,,,
87,0.8044751664106503,0.8165217391304347,193,104,0.2852946325136857,0.006151335421987616,3805,0.07374700882861251,0.6649478836888623,0.16361831610383162,678,identity,lbfgs,constant,3,26,87,,,,,,,,,,,,
88,0.868184843830005,0.8624844720496896,335,85,0.28592397272260156,0.051070640363560564,2400,0.05558354157654717,0.013690978725111904,0.5712760974997579,366,identity,lbfgs,constant,4,29,88,,,,,,,,,,,,
89,0.8689170506912444,0.8594616977225673,500,59,0.47868134351111097,0.08311851013330693,1000,0.041405323519250116,0.00654902011972441,0.9564053243351998,70,identity,lbfgs,constant,4,29,89,,,,,,,,,,,,
90,0.9011495135688683,0.8997101449275362,203,182,0.17980112015226826,0.0021373614274347464,50000,0.0017657126480315893,0.5155033482926781,0.7268143407508044,746,identity,lbfgs,constant,1,11(s),90,,,,,,,,,,,,
91,0.8818049155145928,0.8824844720496895,80,64,0.07580468432157138,0.0010666546253568984,50000,0.0550760613176888,0.18791359397323523,0.6778983150101621,309,identity,lbfgs,constant,1,11(s),91,,,,,,,,,,,,
92,0.8839554531490015,0.8796273291925466,500,295,0.03894471572618283,0.0009481145192217631,25984,0.024615743855052233,0.20899401173032217,0.999,608,identity,lbfgs,constant,1,10(s),54,92,,,,,,,,,,,
93,0.7879749103942651,0.7908902691511386,500,305,0.10190364814703828,0.0002985768728910555,28036,0.21170836677716864,0.24700816264052639,0.999,283,identity,lbfgs,constant,1,10(s),54,93,,,,,,,,,,,
94,0.7929774705581156,0.7822360248447204,66,190,0.5,0.03213472880318772,1247,0.10369805348567418,0.012427272069121377,0.024920055576654998,43,identity,lbfgs,constant,4,30,57,94,,,,,,,,,,,
95,0.7879877112135176,0.790766045548654,293,216,0.5,0.0475811819291152,38682,0.11314459371724778,0.001,0.7728686241862681,5,identity,lbfgs,constant,4,30,57,95,,,,,,,,,,,
96,0.8015796210957502,0.8023188405797101,78,331,0.21071712415598587,0.4036541553132475,40365,0.4036541553132475,0.999,0.6204091539626401,514,identity,lbfgs,constant,6,18,96,,,,,,,,,,,,
97,0.7922990271377368,0.7908074534161491,12,103,0.08226090801443706,0.49111834674856736,49111,0.49111834674856736,0.47906212416960087,0.5509599693324668,1000,identity,lbfgs,constant,6,18,97,,,,,,,,,,,,
98,0.7421223758320532,0.7621946169772256,444,29,0.44431781121764424,0.07596080662744265,17531,0.44431781121764424,0.001,0.9457720947197125,15,identity,lbfgs,constant,4,30,98,,,,,,,,,,,,
99,0.7765309779825909,0.782111801242236,148,30,0.14853690017257548,0.05925614643293776,11905,0.14853690017257548,0.020633313177875003,0.999,3,identity,lbfgs,constant,4,30,99,,,,,,,,,,,,
100,0.8574295954941116,0.8395859213250517,1,169,0.0019971238256175083,0.0017077916852204834,1553,0.03855711905602513,0.8372338965336629,0.8992644261005773,256,identity,lbfgs,constant,1,11(s),47,100,,,,,,,,,,,
101,0.8352483358934972,0.8337060041407867,1,79,0.04367157444665558,0.0023875741583659527,1435,0.03955186700594791,0.3629937564254321,0.8572878257563241,362,identity,lbfgs,constant,1,11(s),47,101,,,,,,,,,,,
102,0.9018637992831542,0.9026086956521739,4,494,0.25369519514474514,0.00137204030973599,22551,0.0025867321073907434,0.07378499163569041,0.999,1000,identity,lbfgs,constant,1,11(s),46,102,,,,,,,,,,,
103,0.7951228878648233,0.8052173913043479,240,233,0.18383090631744173,0.00013881886064756122,24361,0.13083065641097558,0.7037616822074997,0.374819182714076,390,identity,lbfgs,constant,1,11(s),46,103,,,,,,,,,,,
104,0.8094700460829494,0.7937060041407868,103,186,0.5,0.02286354083330118,5156,0.07337684797666669,0.08411947149997925,0.45424999621312134,83,identity,lbfgs,constant,8,65,104,,,,,,,,,,,,
105,0.8968484383000511,0.8911387163561078,26,128,0.5,0.0010380491789135533,3616,0.005053658066448086,0.06317407222460776,0.5046263128303381,26,identity,lbfgs,constant,8,65,105,,,,,,,,,,,,
106,0.782926267281106,0.7737060041407867,3,118,0.2351309563779376,0.42098221839737104,50000,0.5,0.6234754970932679,0.646933505572129,129,identity,lbfgs,constant,9,106,,,,,,,,,,,,,
107,0.7829441884280594,0.7880331262939958,500,500,0.17680150318703863,0.4953304811707448,3191,0.5,0.19613710826117764,0.07932617329920821,254,identity,lbfgs,constant,9,107,,,,,,,,,,,,,
108,0.7986405529953917,0.8311801242236024,24,6,0.1428433245253991,0.0008371212753336566,1996,0.004691862370336997,0.6066226383403707,0.9625423201554978,96,identity,lbfgs,constant,0,24,31(s),108(s),,,,,,,,,,,
109,0.8989989759344598,0.8968944099378883,32,471,0.0481167590393687,0.004597655134567928,1288,0.003990010510542992,0.6597890040891441,0.5246421801216026,38,identity,lbfgs,constant,0,24,31(s),109(s),,,,,,,,,,,
110,0.9004326676907322,0.9026086956521739,28,418,0.06782303882213654,0.008168608020093065,1284,0.005170235139814354,0.8310848781888975,0.4207365670997488,118,identity,lbfgs,constant,0,24,31(s),110(s),,,,,,,,,,,
111,0.9011495135688683,0.9026086956521739,17,232,0.03497481579998136,0.00827460306639877,3427,0.004424472948999655,0.999,0.029085026690290172,93,identity,lbfgs,constant,0,24,31(s),67(s),111,,,,,,,,,,
112,0.8932693292370711,0.8881987577639752,1,145,0.006820604713354203,0.0077563636449020975,1000,0.00194850944304316,0.4708862488238853,0.16933492854927293,73,identity,lbfgs,constant,0,24,31(s),67(s),112,,,,,,,,,,
113,0.9004326676907322,0.8968944099378883,7,69,0.04628181865985139,0.0009015636616447388,7278,0.005042868273453776,0.07717077268873762,0.024071623473714276,34,identity,lbfgs,constant,8,28,60,113,,,,,,,,,,,
114,0.9018637992831542,0.896894409937888,4,24,0.03690681780894256,0.0005688196219493753,3389,0.012532524579578782,0.014211331984360046,0.23903698612923552,69,identity,lbfgs,constant,8,28,60,114,,,,,,,,,,,
115,0.8932693292370711,0.8940372670807453,16,53,0.17916590228405518,0.14465850909118527,1370,0.014703064450492128,0.008943277778475,0.06509029774747299,1,identity,lbfgs,constant,4,29,43,79,115,,,,,,,,,,
116,0.890394265232975,0.8911801242236024,40,54,0.13833632032692322,0.06667500065743782,2110,0.009851321534583221,0.008117636846193928,0.006797082305743163,5,identity,lbfgs,constant,4,29,43,79,116,,,,,,,,,,
117,0.9018637992831542,0.9026086956521739,6,221,0.016045193450007822,0.0009377517667265231,19788,0.008295583639268848,0.999,0.13722033111812537,153,identity,lbfgs,constant,0,59,72,117,,,,,,,,,,,
118,0.8989989759344598,0.8968944099378883,6,131,0.12371105407228986,0.03216175871812496,2767,0.008591709080927122,0.7276457867963011,0.5052357502644029,35,identity,lbfgs,constant,0,59,72,118,,,,,,,,,,,
119,0.8889733742959549,0.8853416149068323,103,126,0.045829998575671556,0.3858859463848746,1000,0.0075415798275873065,0.2423855506889441,0.999,528,identity,lbfgs,constant,0,24,32(s),83,119,,,,,,,,,,
120,0.8982821300563236,0.8968944099378883,49,130,0.005401391477509343,0.0680975548703385,3486,0.004258914256851174,0.6446800027157193,0.008879079475264784,687,identity,lbfgs,constant,0,24,32(s),83,120,,,,,,,,,,
121,0.8796543778801844,0.8767701863354038,195,5,1.433952024005149e-05,0.0002304048790829562,50000,0.028532517007581866,0.001,0.999,420,identity,lbfgs,constant,5,14,36,85,121,,,,,,,,,,
122,0.8000742447516641,0.8140372670807453,93,6,1e-05,0.0015140256336680915,34114,0.0032028685967659745,0.029322005685350053,0.999,682,identity,lbfgs,constant,5,14,36,85,122,,,,,,,,,,
123,0.8875396825396825,0.8883229813664595,66,64,0.05349658485141098,0.002121422891572692,42155,0.04568380021938147,0.370830427680531,0.5625833084508562,210,identity,lbfgs,constant,1,11(s),91,123,,,,,,,,,,,
124,0.8846722990271377,0.8824844720496895,107,11,0.09981002928860427,0.001398959976640577,25394,0.035389202307285,0.01676632013380977,0.9755452592136158,362,identity,lbfgs,constant,1,11(s),91,124,,,,,,,,,,,
125,0.8810880696364567,0.8796273291925466,354,154,0.4774388309481103,0.007423258542783395,4564,0.025499215314268353,0.03967967593677929,0.0512391000893673,653,identity,lbfgs,constant,3,26,125,,,,,,,,,,,,
126,0.8839503328213005,0.8825258799171843,242,132,0.48878503863485584,0.00019960050307949112,22315,0.025379907863005487,0.6564468884715577,0.12020523645579921,329,identity,lbfgs,constant,3,26,126,,,,,,,,,,,,
127,0.8832334869431644,0.8825258799171843,500,136,0.03316013255856459,0.0688732807730247,1594,0.020058511324803838,0.02025435283001455,0.298021960967104,576,identity,lbfgs,constant,4,29,88,127,,,,,,,,,,,
128,0.8832386072708653,0.8796273291925466,500,93,0.21979498534931013,0.05460536360684024,1000,0.00963313779567368,0.02447356274776012,0.3633741741954779,259,identity,lbfgs,constant,4,29,88,128,,,,,,,,,,,
129,0.8832386072708655,0.8796273291925466,248,47,0.49913565450101494,0.0031120516582323204,1503,0.010832497551385694,0.008869990694941984,0.45245857554962654,108,identity,lbfgs,constant,4,29,89,129,,,,,,,,,,,
130,0.8517383512544802,0.8422360248447205,289,96,0.42871622204624027,0.13273767759574157,1420,0.058555785965440255,0.01261632008867834,0.41574987011170417,85,identity,lbfgs,constant,4,29,89,130,,,,,,,,,,,
131,0.8839554531490016,0.876728778467909,170,58,0.433309758698477,0.013576623275740577,5050,0.027615412244114748,0.08848723340185016,0.10506077437417133,115,identity,lbfgs,constant,8,65,104,131,,,,,,,,,,,
132,0.846679467485919,0.8339130434782609,52,365,0.11407284032174114,0.026998972277861976,5587,0.05969451153846175,0.11998825598123336,0.17238822018595368,83,identity,lbfgs,constant,8,65,104,132,,,,,,,,,,,
133,0.546605222734255,0.5528364389233954,1,135,0.4557710076566013,0.5,48756,0.4875671513333565,0.999,0.6553355512581939,255,identity,lbfgs,constant,9,106,133,,,,,,,,,,,,
134,0.614705581157194,0.6156935817805382,2,1,0.3413852431756277,0.5,37910,0.3791016520096667,0.5279687808460003,0.9266772169752069,177,identity,lbfgs,constant,9,106,134,,,,,,,,,,,,
