,train,test,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
55,0.7521505376344086,0.7235507246376811,9,0.06240239434152796,187087,234.64309674794853,linear,6,25,31(s),55(s),,,,,,,,,,,,,,,,,,,
56,0.7543010752688172,0.7235507246376811,6,0.0540900263618871,137778,243.28687381773415,linear,6,25,31(s),56(s),,,,,,,,,,,,,,,,,,,
57,0.7284478728377748,0.7239130434782609,10,0.005268653304392926,44608,89.36184701327907,linear,6,25,31(s),50(s),57.0,,,,,,,,,,,,,,,,,,
58,0.5105189340813464,0.5615942028985508,11,0.04061043021265962,5269,122.41663478333388,linear,6,25,31(s),50(s),58.0,,,,,,,,,,,,,,,,,,
59,0.7478494623655914,0.7322463768115942,4,0.1816964917741143,200000,108.82753440722651,linear,6,25,31(s),47(s),53.0,59.0,,,,,,,,,,,,,,,,,
60,0.7543010752688172,0.7235507246376811,6,0.05814667505222963,200000,133.15332853747836,linear,6,25,31(s),47(s),53.0,60.0,,,,,,,,,,,,,,,,,
61,0.7564516129032258,0.7235507246376811,3,0.17056160844391474,170138,119.24836290804988,linear,6,25,31(s),47(s),53.0,59.0,61(s),,,,,,,,,,,,,,,,
62,0.752127162225339,0.7235507246376811,4,0.15113765841439672,172119,103.17002829636516,linear,6,25,31(s),47(s),53.0,59.0,62(s),,,,,,,,,,,,,,,,
63,0.7478260869565219,0.7235507246376811,4,0.22484935209638257,195058,83.37549052109438,linear,6,25,31(s),47(s),53.0,59.0,63(s),,,,,,,,,,,,,,,,
64,0.7154043945769052,0.7235507246376812,9,0.004874639694315529,48853,16.37895220250425,linear,6,25,31(s),50(s),57.0,64.0,,,,,,,,,,,,,,,,,
65,0.7044880785413745,0.663768115942029,17,0.009308757514246393,88006,31.729383335694386,linear,6,25,31(s),50(s),57.0,65.0,,,,,,,,,,,,,,,,,
66,0.700280504908836,0.6894927536231885,8,0.05171424697007727,42272,13.674263979797814,linear,6,25,31(s),66,,,,,,,,,,,,,,,,,,,
67,0.75,0.7235507246376811,1,0.11575305525682869,200000,53.447419331184165,linear,6,25,31(s),67,,,,,,,,,,,,,,,,,,,
68,0.7543010752688172,0.7235507246376811,4,0.036811868935862975,164170,202.27434030005003,linear,6,25,31(s),50(s),68.0,,,,,,,,,,,,,,,,,,
69,0.7521505376344086,0.7318840579710145,1,0.13668622020912546,75781,113.0223056404474,linear,6,25,31(s),50(s),69.0,,,,,,,,,,,,,,,,,,
70,0.7543010752688172,0.7235507246376811,12,0.11075739417557917,200000,56.088395555075124,linear,6,25,31(s),55(s),70.0,,,,,,,,,,,,,,,,,,
71,0.7543010752688172,0.7235507246376811,7,0.04873420139369779,151368,103.31452970162925,linear,6,25,31(s),55(s),71.0,,,,,,,,,,,,,,,,,,
72,0.7543010752688172,0.7235507246376811,5,0.06895931407693921,104357,269.11036375043307,linear,6,25,31(s),56(s),72.0,,,,,,,,,,,,,,,,,,
73,0.7543010752688172,0.7235507246376811,8,0.09157078524127732,139805,277.29399527120313,linear,6,25,31(s),56(s),73.0,,,,,,,,,,,,,,,,,,
74,0.7478494623655914,0.7322463768115942,3,0.21599332056791637,198455,103.43149709049021,linear,6,25,31(s),47(s),53.0,59.0,74(s),,,,,,,,,,,,,,,,
75,0.75,0.7322463768115942,4,0.173913410144953,185832,87.19550046728622,linear,6,25,31(s),47(s),53.0,59.0,75(s),,,,,,,,,,,,,,,,
76,0.75,0.7318840579710145,3,0.18641223439285687,199588,106.63771633519295,linear,6,25,31(s),47(s),53.0,59.0,76(s),,,,,,,,,,,,,,,,
77,0.646236559139785,0.6380434782608695,7,0.0047569234842572816,42344,149.68757362295236,linear,6,25,31(s),50(s),57.0,77.0,,,,,,,,,,,,,,,,,
78,0.7155212716222534,0.6815217391304348,16,0.007390631307256196,45425,139.87626120178805,linear,6,25,31(s),50(s),57.0,78.0,,,,,,,,,,,,,,,,,
79,0.7543010752688172,0.7235507246376811,1,0.040470151663701576,200000,153.83990330156405,linear,6,25,31(s),47(s),53.0,59.0,61(s),79,,,,,,,,,,,,,,,
80,0.752127162225339,0.7235507246376811,1,0.056485314905124,123591,222.96203601548285,linear,6,25,31(s),47(s),53.0,59.0,61(s),80,,,,,,,,,,,,,,,
81,0.7153108929406266,0.6902173913043479,7,0.002058678969629371,145367,199.13651814639744,linear,6,25,31(s),50(s),68.0,81.0,,,,,,,,,,,,,,,,,
82,0.7543010752688172,0.7235507246376811,1,0.029662573439034466,178831,330.59143524999763,linear,6,25,31(s),50(s),68.0,82.0,,,,,,,,,,,,,,,,,
83,0.7543010752688172,0.7235507246376811,6,0.030001298531167037,133547,82.61649382045226,linear,6,25,31(s),55(s),71.0,83.0,,,,,,,,,,,,,,,,,
84,0.7456989247311828,0.7235507246376811,8,0.024828546523351813,154803,105.8623768322471,linear,6,25,31(s),55(s),71.0,84.0,,,,,,,,,,,,,,,,,
85,0.7521505376344086,0.7235507246376811,4,0.19304174560858928,175560,104.26518910479903,linear,6,25,31(s),47(s),53.0,59.0,85(s),,,,,,,,,,,,,,,,
86,0.75,0.7322463768115942,4,0.2060518981132649,191542,109.86231783794473,linear,6,25,31(s),47(s),53.0,59.0,86(s),,,,,,,,,,,,,,,,
87,0.75,0.7322463768115942,4,0.1731092629629091,192034,103.505143987193,linear,6,25,31(s),47(s),53.0,59.0,87(s),,,,,,,,,,,,,,,,
88,0.7543010752688172,0.7235507246376811,1,0.09290412233262374,122662,387.9778650143088,linear,6,25,31(s),47(s),53.0,59.0,61(s),80,88.0,,,,,,,,,,,,,,
89,0.75,0.7235507246376811,1,0.11043148336772544,94561,44.925803313281335,linear,6,25,31(s),47(s),53.0,59.0,61(s),80,89.0,,,,,,,,,,,,,,
90,0.7543010752688172,0.7235507246376811,1,0.052489744943277974,200000,350.47781739132614,linear,6,25,31(s),50(s),68.0,82.0,90,,,,,,,,,,,,,,,,
91,0.75,0.7235507246376811,1,0.020544759168243353,200000,128.50988495626476,linear,6,25,31(s),50(s),68.0,82.0,91,,,,,,,,,,,,,,,,
92,0.7543010752688172,0.7405797101449275,9,0.011756357570296274,151925,51.730260391092116,linear,6,25,31(s),55(s),71.0,84.0,92,,,,,,,,,,,,,,,,
93,0.7521505376344086,0.7235507246376811,1,0.0017437429186009067,200000,26.82475123672097,linear,6,25,31(s),55(s),71.0,84.0,93,,,,,,,,,,,,,,,,
94,0.7478027115474521,0.6898550724637682,3,0.001129802634618911,15649,55.55327964331798,linear,6,25,31(s),50(s),68.0,81.0,94,,,,,,,,,,,,,,,,
95,0.7499766245909305,0.7322463768115942,11,0.001970962182883728,183813,127.74467917324948,linear,6,25,31(s),50(s),68.0,81.0,95,,,,,,,,,,,,,,,,
96,0.7521505376344086,0.7235507246376811,1,0.0011915252445173158,36468,110.77845650951792,linear,6,25,31(s),50(s),57.0,78.0,96,,,,,,,,,,,,,,,,
97,0.6962131837307154,0.6554347826086956,5,0.012905191855758589,30871,268.51050060463524,linear,6,25,31(s),50(s),57.0,78.0,97,,,,,,,,,,,,,,,,
98,0.7456521739130435,0.7068840579710145,10,0.011260304205507391,138228,58.50069876820274,linear,6,25,31(s),55(s),71.0,84.0,92,98(s),,,,,,,,,,,,,,,
99,0.7499532491818608,0.7152173913043478,8,0.013321063629814433,155246,57.86789995546078,linear,6,25,31(s),55(s),71.0,84.0,92,99(s),,,,,,,,,,,,,,,
100,0.7413510986442263,0.7322463768115942,7,0.01097788373057202,133901,53.60472043993622,linear,6,25,31(s),55(s),71.0,84.0,92,100(s),,,,,,,,,,,,,,,
101,0.7478260869565219,0.7235507246376811,5,0.22715657691740523,200000,96.85271092239041,linear,6,25,31(s),47(s),53.0,59.0,87(s),101,,,,,,,,,,,,,,,
102,0.7499766245909305,0.7322463768115942,5,0.24745084140983242,88508,58.6906656438203,linear,6,25,31(s),47(s),53.0,59.0,87(s),102,,,,,,,,,,,,,,,
103,0.75,0.7235507246376811,2,0.0031953267252218132,200000,151.22271421258367,linear,6,25,31(s),50(s),68.0,81.0,95,103,,,,,,,,,,,,,,,
104,0.75,0.7235507246376811,2,0.0034003291256712383,200000,31.720384454787506,linear,6,25,31(s),50(s),68.0,81.0,95,104,,,,,,,,,,,,,,,
105,0.7499532491818608,0.7068840579710145,1,0.052885615774911396,12457,116.6936005787172,linear,6,25,31(s),50(s),68.0,82.0,105,,,,,,,,,,,,,,,,
106,0.7543010752688172,0.7235507246376811,1,0.037817393246974286,200000,70.6371167284247,linear,6,25,31(s),50(s),68.0,82.0,106,,,,,,,,,,,,,,,,
107,0.75,0.7318840579710145,1,0.12978112535602634,85859,442.6640075188226,linear,6,25,31(s),47(s),53.0,59.0,61(s),80,88.0,107,,,,,,,,,,,,,
108,0.7478494623655914,0.7318840579710145,1,0.14372254255047193,108039,89.85679545590705,linear,6,25,31(s),47(s),53.0,59.0,61(s),80,88.0,108,,,,,,,,,,,,,
109,0.7543010752688172,0.7235507246376811,1,0.036425644929050496,167869,81.80970383925671,linear,6,25,31(s),50(s),68.0,82.0,91,109,,,,,,,,,,,,,,,
110,0.7521505376344086,0.7235507246376811,1,0.024500558114594458,99649,172.13147562329337,linear,6,25,31(s),50(s),68.0,82.0,91,110,,,,,,,,,,,,,,,
111,0.7521505376344086,0.7235507246376811,1,0.0012630601539066523,59696,2.403627161031494,linear,6,25,31(s),50(s),57.0,78.0,96,111,,,,,,,,,,,,,,,
112,0.7220663861617578,0.7068840579710145,1,0.000615409380195513,11752,61.9410692698597,linear,6,25,31(s),50(s),57.0,78.0,96,112,,,,,,,,,,,,,,,
113,0.7499766245909305,0.7235507246376811,8,0.01244644649162491,143835,57.27409802241018,linear,6,25,31(s),55(s),71.0,84.0,92,113(s),,,,,,,,,,,,,,,
114,0.7499532491818608,0.7405797101449275,8,0.010462659567154977,146133,46.64859629629846,linear,6,25,31(s),55(s),71.0,84.0,92,114(s),,,,,,,,,,,,,,,
115,0.7478027115474521,0.7318840579710145,8,0.012612546810342753,137203,51.425291219728955,linear,6,25,31(s),55(s),71.0,84.0,92,115(s),,,,,,,,,,,,,,,
116,0.7543010752688172,0.7235507246376811,1,0.08234183693492117,70295,120.10485687431849,linear,6,25,31(s),47(s),53.0,59.0,87(s),116,,,,,,,,,,,,,,,
117,0.7348994857410005,0.7405797101449275,4,0.3207173795017416,27487,89.75306765157296,linear,6,25,31(s),47(s),53.0,59.0,87(s),117,,,,,,,,,,,,,,,
118,0.7391538101916785,0.7152173913043478,10,0.002676993208320067,153501,11.17399717834951,linear,6,25,31(s),50(s),68.0,81.0,95,118,,,,,,,,,,,,,,,
119,0.7391771856007481,0.7072463768115942,21,7.210365591700757e-05,193010,43.96756100839359,linear,6,25,31(s),50(s),68.0,81.0,95,119,,,,,,,,,,,,,,,
120,0.75,0.7235507246376811,1,0.006451299677599168,180492,9.661364015616591,linear,6,25,31(s),55(s),71.0,84.0,92,100(s),120.0,,,,,,,,,,,,,,
121,0.7456287985039738,0.7068840579710145,11,0.01736984751357185,166100,2.3324779480458133,linear,6,25,31(s),55(s),71.0,84.0,92,100(s),121.0,,,,,,,,,,,,,,
122,0.7521505376344086,0.7318840579710145,1,0.14654176507206756,16256,500.0,linear,6,25,31(s),47(s),53.0,59.0,61(s),80,88.0,107,122.0,,,,,,,,,,,,
123,0.75,0.7235507246376811,1,0.004902227462302192,137690,158.44160867704375,linear,6,25,31(s),47(s),53.0,59.0,61(s),80,88.0,107,123.0,,,,,,,,,,,,
124,0.7543010752688172,0.7235507246376811,1,0.03866253018458386,45558,83.0341878537393,linear,6,25,31(s),50(s),68.0,82.0,124,,,,,,,,,,,,,,,,
125,0.7521505376344086,0.7235507246376811,1,0.017038477231584543,200000,41.988798316211046,linear,6,25,31(s),50(s),68.0,82.0,125,,,,,,,,,,,,,,,,
126,0.75,0.7235507246376811,1,0.0065787295223162425,174787,54.07729173034734,linear,6,25,31(s),50(s),68.0,81.0,95,104,126.0,,,,,,,,,,,,,,
127,0.75,0.7235507246376811,2,0.0022770884136601253,74997,0.732007871424095,linear,6,25,31(s),50(s),68.0,81.0,95,104,127.0,,,,,,,,,,,,,,
128,0.7521505376344086,0.7235507246376811,1,0.02261863187276827,136907,41.59839274993976,linear,6,25,31(s),50(s),68.0,82.0,91,110,128.0,,,,,,,,,,,,,,
129,0.7543010752688172,0.7235507246376811,1,0.04506304687567532,55309,125.36529976154367,linear,6,25,31(s),50(s),68.0,82.0,91,110,129.0,,,,,,,,,,,,,,
130,0.7369331463300609,0.7235507246376811,1,0.0004658197506564076,45914,1.3245040750334165,linear,6,25,31(s),50(s),57.0,78.0,96,111,130.0,,,,,,,,,,,,,,
131,0.7155212716222534,0.6989130434782609,1,0.0018404105379952952,7006,0.636557452891378,linear,6,25,31(s),50(s),57.0,78.0,96,111,131.0,,,,,,,,,,,,,,
132,0.5471715755025712,0.5612318840579709,1,0.02727854429425685,145,14.657099626371789,linear,6,25,31(s),50(s),68.0,82.0,105,132,,,,,,,,,,,,,,,
133,0.7521505376344086,0.7235507246376811,1,0.04398226581577719,18077,36.146874331408014,linear,6,25,31(s),50(s),68.0,82.0,105,133,,,,,,,,,,,,,,,
134,0.741374474053296,0.7405797101449275,1,0.0011270125352296537,14827,78.39131777161812,linear,6,25,31(s),50(s),57.0,78.0,96,112,134.0,,,,,,,,,,,,,,
135,0.7456989247311828,0.7318840579710145,1,0.0011750647878291513,17216,54.94058414198905,linear,6,25,31(s),50(s),57.0,78.0,96,112,135.0,,,,,,,,,,,,,,
136,0.7521037868162693,0.7152173913043478,8,0.011324096096019335,167352,51.580815377469726,linear,6,25,31(s),55(s),71.0,84.0,92,136(s),,,,,,,,,,,,,,,
137,0.7478027115474521,0.7318840579710145,8,0.0127941957282259,142758,53.09750866691376,linear,6,25,31(s),55(s),71.0,84.0,92,137(s),,,,,,,,,,,,,,,
138,0.7586021505376344,0.7235507246376811,8,0.012106658517299834,167818,55.85096528001821,linear,6,25,31(s),55(s),71.0,84.0,92,138(s),,,,,,,,,,,,,,,
139,0.7456521739130435,0.7235507246376811,13,0.016060664167618106,119732,67.30691834491543,linear,6,25,31(s),55(s),71.0,84.0,92,114(s),139.0,,,,,,,,,,,,,,
140,0.7391304347826088,0.7152173913043478,5,0.012741222162299483,90366,66.25567636419702,linear,6,25,31(s),55(s),71.0,84.0,92,114(s),140.0,,,,,,,,,,,,,,
141,0.743501636278635,0.6902173913043479,3,0.4125927768802595,12009,30.0254443256784,linear,6,25,31(s),47(s),53.0,59.0,87(s),117,141.0,,,,,,,,,,,,,,
142,0.7348994857410005,0.7239130434782609,2,0.35129770787208786,27057,28.57635003374464,linear,6,25,31(s),47(s),53.0,59.0,87(s),117,142.0,,,,,,,,,,,,,,
143,0.7521505376344086,0.7235507246376811,1,0.0014076483904842166,53580,153.51558826924776,linear,6,25,31(s),50(s),68.0,81.0,95,143,,,,,,,,,,,,,,,
144,0.7348994857410005,0.6811594202898551,16,0.0032974286718730744,115323,191.85354603688873,linear,6,25,31(s),50(s),68.0,81.0,95,144,,,,,,,,,,,,,,,
145,0.7392005610098178,0.7239130434782609,1,0.2457527782822525,131911,36.804396166656375,linear,6,25,31(s),47(s),53.0,59.0,61(s),80,88.0,107,145.0,,,,,,,,,,,,
146,0.752127162225339,0.7235507246376811,1,0.0994176092403264,26225,500.0,linear,6,25,31(s),47(s),53.0,59.0,61(s),80,88.0,107,146.0,,,,,,,,,,,,
147,0.7543010752688172,0.7235507246376811,1,0.0931743281188592,64859,17.0216525176985,linear,6,25,31(s),47(s),53.0,59.0,87(s),116,147.0,,,,,,,,,,,,,,
148,0.7521505376344086,0.7318840579710145,1,0.15333918218920672,18401,77.07568076965981,linear,6,25,31(s),47(s),53.0,59.0,87(s),116,148.0,,,,,,,,,,,,,,
149,0.75,0.7235507246376811,1,0.005058909902435412,200000,10.982009382935786,linear,6,25,31(s),50(s),68.0,81.0,95,104,126.0,149,,,,,,,,,,,,,
150,0.75,0.7235507246376811,1,0.011614405756823008,197899,100.48540197376471,linear,6,25,31(s),50(s),68.0,81.0,95,104,126.0,150,,,,,,,,,,,,,
151,0.752127162225339,0.7235507246376811,1,0.08330510403265547,70138,32.01576960925861,linear,6,25,31(s),50(s),68.0,82.0,91,110,129.0,151,,,,,,,,,,,,,
152,0.7521505376344086,0.7235507246376811,1,0.06478008629385835,70942,16.397888225578214,linear,6,25,31(s),50(s),68.0,82.0,91,110,129.0,152,,,,,,,,,,,,,
153,0.7348994857410005,0.7068840579710145,19,1e-05,167132,60.715025617414696,linear,6,25,31(s),50(s),68.0,81.0,95,119,153.0,,,,,,,,,,,,,,
154,0.7413510986442263,0.7405797101449275,35,1e-05,200000,75.12616617679164,linear,6,25,31(s),50(s),68.0,81.0,95,119,154.0,,,,,,,,,,,,,,
155,0.7434782608695653,0.7061594202898551,1,0.0026668921636918276,3889,1.149168462645155,linear,6,25,31(s),50(s),57.0,78.0,96,111,131.0,155,,,,,,,,,,,,,
156,0.7521739130434784,0.6981884057971015,1,0.0007701797763479197,10178,0.24127818711440646,linear,6,25,31(s),50(s),57.0,78.0,96,111,131.0,156,,,,,,,,,,,,,
157,0.752127162225339,0.7318840579710145,8,0.011503013289637789,149617,51.14210110059376,linear,6,25,31(s),55(s),71.0,84.0,92,157(s),,,,,,,,,,,,,,,
158,0.7456989247311828,0.7322463768115942,9,0.012482638622916358,162735,50.567775348763995,linear,6,25,31(s),55(s),71.0,84.0,92,158(s),,,,,,,,,,,,,,,
159,0.7391771856007481,0.7405797101449275,8,0.010804675674208016,140386,56.453161333648254,linear,6,25,31(s),55(s),71.0,84.0,92,159(s),,,,,,,,,,,,,,,
160,0.7305282842449744,0.7239130434782609,11,0.00796070483292703,200000,34.331584130371915,linear,6,25,31(s),55(s),71.0,84.0,92,114(s),160.0,,,,,,,,,,,,,,
161,0.7392005610098178,0.7409420289855072,14,0.001449820509254551,84179,57.42312639675777,linear,6,25,31(s),55(s),71.0,84.0,92,114(s),161.0,,,,,,,,,,,,,,
162,0.534315100514259,0.518840579710145,7,0.2936823081359675,6746,115.8563527266874,linear,6,25,31(s),47(s),53.0,59.0,87(s),117,162.0,,,,,,,,,,,,,,
163,0.6872837774661057,0.6641304347826087,7,0.5642338706188248,15821,35.28699481154227,linear,6,25,31(s),47(s),53.0,59.0,87(s),117,163.0,,,,,,,,,,,,,,
164,0.75,0.7322463768115942,1,0.20427505976007324,98092,227.9142195239846,linear,6,25,31(s),47(s),53.0,59.0,61(s),80,88.0,107,164.0,,,,,,,,,,,,
165,0.7478494623655914,0.7322463768115942,1,0.2023436677803077,99312,500.0,linear,6,25,31(s),47(s),53.0,59.0,61(s),80,88.0,107,165.0,,,,,,,,,,,,
166,0.752127162225339,0.7318840579710145,1,0.2940528472643703,32484,96.00525832771538,linear,6,25,31(s),47(s),53.0,59.0,87(s),116,148.0,166,,,,,,,,,,,,,
167,0.7456755493221132,0.7322463768115942,1,0.25356858315496744,36222,15.228033161915562,linear,6,25,31(s),47(s),53.0,59.0,87(s),116,148.0,167,,,,,,,,,,,,,
168,0.7370500233754091,0.6815217391304348,1,0.0008587473354691707,12455,1.098388009991273,linear,6,25,31(s),50(s),57.0,78.0,96,111,131.0,168,,,,,,,,,,,,,
169,0.7543244506778869,0.7068840579710145,1,0.0008007834737740343,8508,0.9463405530949053,linear,6,25,31(s),50(s),57.0,78.0,96,111,131.0,169,,,,,,,,,,,,,
170,0.7478027115474521,0.7318840579710145,12,0.0015131594117431327,88708,56.48795945168215,linear,6,25,31(s),55(s),71.0,84.0,92,114(s),161.0,170(s),,,,,,,,,,,,,
171,0.7196587190275829,0.6992753623188406,15,0.0014020434563336368,79057,53.103500154004664,linear,6,25,31(s),55(s),71.0,84.0,92,114(s),161.0,171(s),,,,,,,,,,,,,
