,train,test,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.5747875064004095,0.5548240165631471,807,0.6745136185478214,184232,155.01706786717287,linear,0,,,,,,,,,,,
1,0.45433179723502304,0.46066252587991724,591,0.2549656728065605,45518,451.4861894062069,linear,1,,,,,,,,,,,
2,0.5197926267281107,0.5253416149068323,264,0.6957804570452544,117026,85.69702469691619,linear,2,,,,,,,,,,,
3,0.7492140296979006,0.7224016563146998,39,0.774253910100412,152057,29.868927585244666,linear,3,,,,,,,,,,,
4,0.7427496159754224,0.7538302277432714,923,0.15347381764669704,151196,244.96389784840005,linear,4,,,,,,,,,,,
5,0.4646569380440349,0.4650517598343685,219,0.7586816350421,15115,123.0211884488061,linear,5,,,,,,,,,,,
6,0.645273937532002,0.6481573498964803,724,0.43752646616225993,31076,99.35860643020524,linear,6,,,,,,,,,,,
7,0.5607347670250896,0.5277018633540373,445,0.7995676629382528,4659,117.88615251378123,linear,7,,,,,,,,,,,
8,0.5604301075268817,0.5320496894409938,40,0.46046296146085436,97998,488.10106591921823,linear,8,,,,,,,,,,,
9,0.6309267793138761,0.6338716356107661,734,0.6583693047403539,69351,247.76587325197534,linear,9,,,,,,,,,,,
10,0.4442857142857143,0.5064182194616978,302,0.13599938169439088,200000,420.07337637062835,linear,4,10(s),,,,,,,,,,
11,0.6503020993343575,0.6566045548654245,200,0.2514924183863736,65663,175.39723814818018,linear,4,11(s),,,,,,,,,,
12,0.5664464925755249,0.5474948240165631,328,0.003992985851494213,200000,267.35168574399825,linear,4,12(s),,,,,,,,,,
13,0.8216359447004609,0.8166045548654246,52,0.8,200000,43.49914274876953,linear,3,13,,,,,,,,,,
14,0.3776241679467486,0.360703933747412,40,0.8,200000,18.358683193907382,linear,3,14,,,,,,,,,,
15,0.5019150025601639,0.4535403726708074,217,0.13086333196559968,22089,172.2907852003861,linear,6,15,,,,,,,,,,
16,0.4564797747055812,0.4177225672877847,640,0.6635830010029248,28874,196.5626851177728,linear,6,16,,,,,,,,,,
17,0.47051971326164876,0.4416977225672878,1000,0.20886550223600214,76777,271.1529736077125,linear,9,17,,,,,,,,,,
18,0.6711802355350742,0.6647204968944098,953,0.1723157231341148,13244,250.59812508586697,linear,9,18,,,,,,,,,,
19,0.5642626728110599,0.5995031055900621,680,0.6780368768174323,185737,61.86270906403014,linear,0,19,,,,,,,,,,
20,0.6482309267793138,0.6877018633540373,362,0.8,87636,236.37603068759438,linear,0,20,,,,,,,,,,
21,0.4872452636968766,0.47498964803312627,52,0.0020096735487117323,169356,255.02334951875477,linear,8,21,,,,,,,,,,
22,0.8022708653353815,0.7993788819875777,18,0.19500420293725063,74463,153.2276765883093,linear,8,22,,,,,,,,,,
23,0.5136763952892985,0.5128364389233955,820,0.08113816823603459,2856,31.91190754245349,linear,7,23,,,,,,,,,,
24,0.46470814132104454,0.4620289855072464,39,0.8,2707,156.82694102850382,linear,7,24,,,,,,,,,,
25,0.6166410650281617,0.6047619047619047,23,0.7673670533452752,200000,58.20872749044554,linear,2,25,,,,,,,,,,
26,0.44888376856118783,0.44513457556935815,401,0.09181329147934703,197181,46.95491813723771,linear,2,26,,,,,,,,,,
27,0.6603200204813108,0.6567701863354037,302,0.8,26273,10.85582961261575,linear,5,27,,,,,,,,,,
28,0.5986943164362518,0.596687370600414,172,0.5693270410268659,17320,179.09724090336442,linear,5,28,,,,,,,,,,
29,0.42749871991807475,0.39614906832298136,315,0.13169129902449522,19093,500.0,linear,1,29,,,,,,,,,,
30,0.5429237071172556,0.5674120082815735,260,0.06217880320714314,87955,500.0,linear,1,30,,,,,,,,,,
31,0.7147875064004097,0.6995445134575569,22,0.3674961840051819,58777,143.46069277023355,linear,8,22,31(s),,,,,,,,,
32,0.5889708141321044,0.5871221532091098,18,0.30326902143538054,91361,139.07586162410274,linear,8,22,32(s),,,,,,,,,
33,0.7088069636456733,0.7436024844720497,33,0.19605509987664227,134291,40.84248495781058,linear,8,22,33(s),,,,,,,,,
34,0.4647491039426523,0.4990476190476191,1000,0.186026744852148,14211,439.36565925367586,linear,4,34,,,,,,,,,,
35,0.8058627752176137,0.8138302277432713,172,0.007640753639373582,200000,376.28961817203583,linear,4,35,,,,,,,,,,
36,0.6876600102406554,0.6418219461697723,60,0.8,122545,38.697142891707614,linear,3,36,,,,,,,,,,
37,0.7865130568356375,0.7764389233954452,1,0.8,200000,29.221138501164763,linear,3,37,,,,,,,,,,
38,0.49548131080389146,0.4962732919254659,348,0.09813688872848185,4530,375.9302626544696,linear,9,18,38,,,,,,,,,
39,0.6718074756784433,0.6593374741200828,505,0.2004752756662554,15270,139.1536778112306,linear,9,18,39,,,,,,,,,
40,0.6728699436763953,0.6639337474120083,35,0.2507911401750216,119725,7.112917463344367,linear,2,25,40,,,,,,,,,
41,0.6796620583717359,0.7023602484472049,11,0.6501741006049688,68670,110.6096086758453,linear,2,25,41,,,,,,,,,
42,0.8065642601126471,0.8050517598343685,414,0.41838916003906046,200000,112.79134312511644,linear,0,19,42,,,,,,,,,
43,0.7004633896569381,0.7080745341614907,753,0.351425426192742,183836,100.20398342273124,linear,0,19,43,,,,,,,,,
44,0.7621710189452126,0.770807453416149,1000,0.10594321264790352,96696,36.386359104161016,linear,0,44,,,,,,,,,,
45,0.6438376856118792,0.6795031055900621,155,0.8,200000,133.88778379157108,linear,0,45,,,,,,,,,,
46,0.7886303123399898,0.7681987577639752,34,0.6543952034675868,80332,500.0,linear,8,46,,,,,,,,,,
47,0.6660906298003072,0.6564803312629399,68,0.22332658818450557,19251,500.0,linear,8,47,,,,,,,,,,
48,0.6940271377368152,0.7539544513457557,130,0.16118117579697383,40778,411.30779959104296,linear,1,48,,,,,,,,,,
49,0.5972887864823349,0.5848447204968944,12,0.48849913109104437,73711,500.0,linear,1,49,,,,,,,,,,
50,0.6962365591397849,0.6904761904761905,160,0.0631760885729757,4704,154.249151956038,linear,6,15,50,,,,,,,,,
51,0.6934767025089605,0.6588405797101449,76,0.23221110957835384,2149,38.12213702221507,linear,6,15,51,,,,,,,,,
52,0.5212467997951868,0.4709730848861284,398,0.4929693152660079,111122,95.18295025457151,linear,0,19,42,52(s),,,,,,,,
53,0.5195391705069125,0.5463354037267081,432,0.26987114947304724,188233,159.74237893350764,linear,0,19,42,53(s),,,,,,,,
54,0.6718305171530978,0.7166045548654244,544,0.5791969368797758,175819,57.734178222046154,linear,0,19,42,54(s),,,,,,,,
55,0.524800307219662,0.5226086956521738,28,0.28917459269013596,144699,137.66186762585335,linear,8,22,55,,,,,,,,,
56,0.5156272401433692,0.5876190476190476,21,0.2043758684196397,100470,68.3808264851707,linear,8,22,56,,,,,,,,,
57,0.7262724014336918,0.7394616977225673,132,0.061683440589846525,45524,377.46011993414135,linear,1,48,57,,,,,,,,,
58,0.7298412698412698,0.7453002070393374,207,0.102152574908996,58520,436.83331657991226,linear,1,48,58,,,,,,,,,
59,0.5900716845878137,0.5851759834368531,249,0.20084381306480314,200000,246.2554116374265,linear,4,59,,,,,,,,,,
60,0.5205709165386585,0.5593788819875776,855,0.13159506496640433,51015,437.6407463482066,linear,4,60,,,,,,,,,,
61,0.6947132616487455,0.6825672877846791,1,0.5013845269141656,64533,202.88317919593362,linear,2,25,41,61,,,,,,,,
62,0.4706861239119304,0.4241407867494823,21,0.5448091810238225,50848,60.560980975135585,linear,2,25,41,62,,,,,,,,
63,0.6732488479262673,0.6878260869565217,17,0.41195856862152946,97977,28.715825855416142,linear,8,22,31(s),63,,,,,,,,
64,0.6044060419866872,0.567991718426501,20,0.26020166416988044,70965,166.4490908139152,linear,8,22,31(s),64,,,,,,,,
65,0.70189452124936,0.7053002070393374,135,0.07391803792599067,9203,265.30580772377294,linear,6,15,50,65,,,,,,,,
66,0.651710189452125,0.6882815734989648,13,0.04169207780220257,5178,230.52523067615178,linear,6,15,50,66,,,,,,,,
67,0.7657296466973886,0.7679089026915114,274,0.48043962282769376,120109,108.37397958973911,linear,0,45,67,,,,,,,,,
68,0.6392114695340501,0.6237267080745342,187,0.2575014715543519,64375,146.816258502771,linear,0,45,68,,,,,,,,,
69,0.5073655913978495,0.5695652173913043,23,0.278852681135648,198294,63.277090122824525,linear,3,36,69,,,,,,,,,
70,0.5915514592933948,0.587784679089027,12,0.25128121007257154,54711,29.72717336373084,linear,3,36,70,,,,,,,,,
71,0.46325652841781884,0.4220289855072464,30,0.0078046901669900914,81189,197.07099972018048,linear,8,22,32(s),71,,,,,,,,
72,0.7140860215053764,0.6966045548654244,20,0.3455390329231558,59949,236.4393991659806,linear,8,22,32(s),72,,,,,,,,
73,0.49202508960573477,0.487536231884058,618,0.2796620270873955,11790,500.0,linear,4,34,73,,,,,,,,,
74,0.45847670250896055,0.504223602484472,658,0.24970012334789962,18987,144.0599762159332,linear,4,34,74,,,,,,,,,
75,0.6311008704557092,0.6616149068322981,18,0.2332138792741745,46687,500.0,linear,1,75,,,,,,,,,,
76,0.596505376344086,0.571055900621118,355,0.03103017189240201,42132,422.27409083977136,linear,1,76,,,,,,,,,,
77,0.6296646185355863,0.6216977225672878,154,0.2572960814004561,5401,0.378317581458532,linear,6,15,77,,,,,,,,,
78,0.47868663594470046,0.5349482401656315,129,0.14391528242280763,30997,62.23266618972163,linear,6,15,78,,,,,,,,,
79,0.6397644649257552,0.5985093167701863,17,0.18021277622099302,61208,160.17526512938346,linear,8,22,79(s),,,,,,,,,
80,0.7678392217101895,0.790848861283644,12,0.19667231363327142,52278,134.17116211802232,linear,8,22,80(s),,,,,,,,,
81,0.7284690220174092,0.7448447204968944,12,0.17980270561777664,62493,113.30595313114631,linear,8,22,81(s),,,,,,,,,
82,0.5321223758320534,0.493416149068323,389,0.8,88511,105.48204730622692,linear,0,45,67,82,,,,,,,,
