,train,test,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
21,0.7741681790683606,0.8085714285714285,95,33,0.13936244621382193,0.0612744315319559,3241,0.23374786681484386,0.999,0.10082913135690519,153,identity,lbfgs,constant,2,21,,,,,,,,,,,,,,,,,
22,0.7433756805807622,0.7085714285714286,173,500,0.04844260482270851,0.020381683243149734,8465,0.16464799713086306,0.999,0.1906274519052453,39,identity,lbfgs,constant,2,22,,,,,,,,,,,,,,,,,
23,0.7118572292800968,0.7085714285714286,486,500,0.2647004498288228,0.24615871014098015,15070,0.2389456740703241,0.4156209128887014,0.29016065646881734,2,identity,lbfgs,constant,0,23,,,,,,,,,,,,,,,,,
24,0.8889897156684816,0.8619047619047618,162,500,0.049657386723720526,0.5,37465,0.02749123582683899,0.16585936377579164,0.2933926891537893,23,identity,lbfgs,constant,0,24,,,,,,,,,,,,,,,,,
25,0.7221415607985481,0.7228571428571429,215,12,0.053124143088644216,0.5,28028,0.5,0.6141128470203938,0.016632663947415693,267,identity,lbfgs,constant,1,25,,,,,,,,,,,,,,,,,
26,0.7083484573502722,0.7085714285714286,500,16,0.3524368824353742,0.4192728556829755,16116,0.362564111119166,0.6694776474919517,0.2099345020180724,42,identity,lbfgs,constant,1,26,,,,,,,,,,,,,,,,,
27,0.736358136721113,0.721904761904762,500,73,0.4029068139237535,0.0897524707216813,30444,0.19340793151314534,0.02535428217860236,0.492842641169419,388,identity,lbfgs,constant,8,27,,,,,,,,,,,,,,,,,
28,0.7011494252873564,0.7085714285714285,247,33,0.2819416172834629,0.3367577724563726,50000,0.4541691069914501,0.8599057154820808,0.5471994209405601,1000,identity,lbfgs,constant,8,28,,,,,,,,,,,,,,,,,
29,0.7083484573502722,0.7085714285714286,148,313,0.02030875592914054,0.003522495673844943,39426,0.5,0.18159338996916818,0.10111120727728393,801,identity,lbfgs,constant,3,29,,,,,,,,,,,,,,,,,
30,0.7118572292800968,0.6514285714285715,20,261,0.021163661958701202,0.004355065408752388,50000,0.5,0.019091780900206495,0.37957564563636326,1000,identity,lbfgs,constant,3,30,,,,,,,,,,,,,,,,,
31,0.8820326678765881,0.8495238095238096,306,79,0.08608451897334143,0.4373888880292925,21102,0.03100201140465205,0.1188573545729606,0.2842718613203771,1000,identity,lbfgs,constant,7,31(s),,,,,,,,,,,,,,,,,
32,0.878584392014519,0.8761904761904763,200,129,0.14912561626547238,0.43028742930037195,9517,0.023309596021329787,0.2218426913022159,0.6777622603729432,142,identity,lbfgs,constant,7,32(s),,,,,,,,,,,,,,,,,
33,0.8752571082879614,0.8761904761904763,238,41,0.053622457190486,0.5,1861,0.0234612684831532,0.3781066659584372,0.2913953460802562,1000,identity,lbfgs,constant,7,33(s),,,,,,,,,,,,,,,,,
34,0.8786448880822746,0.8761904761904763,37,3,0.008921943600644647,0.47096018481034074,8006,0.00037725829849856647,0.12373007909025596,0.999,195,identity,lbfgs,constant,7,11(s),34,,,,,,,,,,,,,,,,
35,0.8786448880822746,0.8761904761904763,2,1,0.058207414246393044,0.27650732050441035,14165,0.00047762035143658556,0.15468323084840954,0.5931082382234703,590,identity,lbfgs,constant,7,11(s),35,,,,,,,,,,,,,,,,
36,0.8924379915305505,0.8761904761904763,286,51,0.0021689014208404744,0.31324129311478155,11423,0.014679037736119355,0.999,0.6258561036433336,86,identity,lbfgs,constant,7,10(s),36,,,,,,,,,,,,,,,,
37,0.8820931639443435,0.8761904761904763,500,38,0.24693372297155977,0.11902397981468249,11766,0.007758432970020874,0.7242138651137169,0.23780991166973564,722,identity,lbfgs,constant,7,10(s),37,,,,,,,,,,,,,,,,
38,0.8056261343012704,0.78,106,143,0.20869008152765378,0.035389349183013716,20589,0.07053251200999903,0.18125193558099242,0.19685355790103665,728,identity,lbfgs,constant,9,17,38,,,,,,,,,,,,,,,,
39,0.7499697519661221,0.7523809523809524,105,269,0.13165652382465465,0.029483471391161892,28139,0.15068625843720676,0.26487259334742747,0.17215029141746574,131,identity,lbfgs,constant,9,17,39,,,,,,,,,,,,,,,,
40,0.7641863278886872,0.7228571428571429,32,396,0.10165313734111255,0.25957619001821003,50000,0.15309613697057312,0.35275458818595984,0.23579553331850672,793,identity,lbfgs,constant,9,18,40,,,,,,,,,,,,,,,,
41,0.8821536600120993,0.8761904761904763,14,282,0.03410219755318288,0.25823756576402074,1000,0.029931320822085335,0.18449707412159067,0.45419851138549766,565,identity,lbfgs,constant,9,18,41,,,,,,,,,,,,,,,,
42,0.7117967332123412,0.7085714285714285,500,12,0.37019750033646515,0.5,50000,0.26210484273177304,0.38770526894057694,0.027777184512537467,301,identity,lbfgs,constant,1,42,,,,,,,,,,,,,,,,,
43,0.7083484573502722,0.7085714285714286,500,28,0.46417404091141773,0.5,50000,0.2272808721024103,0.43007432874366114,0.5978445953845952,326,identity,lbfgs,constant,1,43,,,,,,,,,,,,,,,,,
44,0.725589836660617,0.7228571428571429,243,378,0.013938162918927681,0.01755950899502796,12595,0.2247455410727272,0.7554572637310597,0.18349848112269437,1,identity,lbfgs,constant,2,22,44,,,,,,,,,,,,,,,,
45,0.7710223835450696,0.7504761904761905,69,242,0.09485340064561817,0.03127391214513555,5873,0.1899769389735291,0.4838831606632764,0.3206963896412789,48,identity,lbfgs,constant,2,22,45,,,,,,,,,,,,,,,,
46,0.7986085904416214,0.7933333333333333,75,500,0.036562294058280195,0.0011594462351591289,4923,0.098092379046396,0.33027323832269706,0.048003383482229364,860,identity,lbfgs,constant,3,29,46,,,,,,,,,,,,,,,,
47,0.7012704174228676,0.6952380952380952,134,336,0.03977188123074614,0.004762091565087462,6432,0.3343056496801616,0.35371087666774276,0.018311101005392474,1000,identity,lbfgs,constant,3,29,47,,,,,,,,,,,,,,,,
48,0.7707199032062915,0.7933333333333333,126,56,0.40377796462420507,0.1970416237473899,46077,0.5,0.999,0.20870045036242646,921,identity,lbfgs,constant,8,28,48,,,,,,,,,,,,,,,,
49,0.7049001814882032,0.7085714285714286,193,14,0.3084857851568266,0.2414638862523928,3975,0.5,0.2649808882129189,0.7489506698497176,79,identity,lbfgs,constant,8,28,49,,,,,,,,,,,,,,,,
50,0.8786448880822746,0.8761904761904763,101,29,0.07677867840200658,0.5,22734,0.006137166012003925,0.44227349440448377,0.999,1000,identity,lbfgs,constant,7,50(s),,,,,,,,,,,,,,,,,
51,0.8543859649122808,0.779047619047619,343,98,0.03977908661146006,0.5,13096,0.043257739011408586,0.2518736113151908,0.634967305062512,713,identity,lbfgs,constant,7,51(s),,,,,,,,,,,,,,,,,
52,0.8786448880822746,0.8761904761904763,119,46,0.08392164786597506,0.21404142671502024,11011,0.005383836866612195,0.2413156861576829,0.2886175210638864,1000,identity,lbfgs,constant,7,52(s),,,,,,,,,,,,,,,,,
53,0.8786448880822746,0.8761904761904763,38,1,0.07228786737659908,0.4302265212098331,18414,6.512420786244726e-05,0.2563046672163735,0.514311777221697,377,identity,lbfgs,constant,7,11(s),53,,,,,,,,,,,,,,,,
54,0.8786448880822746,0.8761904761904763,36,2,0.03075471267184885,0.3745765886655105,10803,4.5102137129801644e-05,0.21592396798457902,0.2645345524081176,213,identity,lbfgs,constant,7,11(s),54,,,,,,,,,,,,,,,,
55,0.8786448880822746,0.8761904761904763,52,72,0.0019096549551533993,0.16665591230858506,12105,0.003820616738697033,0.4344738199929944,0.5381498995926055,32,identity,lbfgs,constant,7,10(s),36,55.0,,,,,,,,,,,,,,,
56,0.8786448880822746,0.8761904761904763,131,15,0.00032377706190272115,0.21283073478900494,1000,0.017258696744215183,0.85431682251213,0.006651891000444388,15,identity,lbfgs,constant,7,10(s),36,56.0,,,,,,,,,,,,,,,
57,0.8924379915305505,0.8619047619047621,459,66,0.27429317585020485,0.023746410609052,6115,0.005807014240447566,0.7611540598624044,0.2574147126683622,665,identity,lbfgs,constant,7,10(s),37,57.0,,,,,,,,,,,,,,,
58,0.8820931639443437,0.8761904761904763,21,2,0.3489610228755161,0.14833518057202527,15502,0.014351737878420177,0.36819025897012964,0.42919480990858083,102,identity,lbfgs,constant,7,10(s),37,58.0,,,,,,,,,,,,,,,
59,0.7918935269207501,0.7657142857142857,295,248,0.026492799474384078,0.01969164580848541,8017,0.08134371804991652,0.49584735889341647,0.22269216374333775,12,identity,lbfgs,constant,2,22,59,,,,,,,,,,,,,,,,
60,0.7638838475499092,0.7647619047619048,63,382,0.04415282117298386,0.029616041762902393,1000,0.1702889256359245,0.7635408733965819,0.24174529098275505,35,identity,lbfgs,constant,2,22,60,,,,,,,,,,,,,,,,
61,0.8924379915305505,0.8619047619047621,183,94,0.07401367598243783,0.2953934244816938,26365,0.023552866993720813,0.5323729825926284,0.4952030001376578,1000,identity,lbfgs,constant,7,61(s),,,,,,,,,,,,,,,,,
62,0.8854809437386569,0.8761904761904763,500,115,0.09179323716255632,0.5,15966,0.020030693504139763,0.09530180357328955,0.9061254398424017,1000,identity,lbfgs,constant,7,62(s),,,,,,,,,,,,,,,,,
63,0.8160314579552329,0.7942857142857143,459,47,0.07052345038267278,0.3265559495039603,1739,0.04943851994572946,0.3669553866002463,0.5647650936936799,1000,identity,lbfgs,constant,7,63(s),,,,,,,,,,,,,,,,,
64,0.8820931639443437,0.8761904761904763,91,76,0.08297363320571469,0.21269081376778348,6818,0.007244792068202296,0.1353265190530284,0.45299274750536167,362,identity,lbfgs,constant,7,52(s),64,,,,,,,,,,,,,,,,
65,0.8786448880822746,0.8761904761904763,89,75,0.04832144732770481,0.2886316404383999,21717,0.008016597057582998,0.11735767909777302,0.5662495341744465,466,identity,lbfgs,constant,7,52(s),65,,,,,,,,,,,,,,,,
66,0.8786448880822746,0.8761904761904763,53,3,0.04595646392265714,0.3403828065209158,6622,3.164019710090113e-05,0.12854589329561944,0.04213591638997313,52,identity,lbfgs,constant,7,11(s),54,66.0,,,,,,,,,,,,,,,
67,0.8786448880822746,0.8761904761904763,16,3,0.03589042769507127,0.25134404371350305,1000,8.06917207720929e-05,0.24654183386974027,0.05475774112276652,218,identity,lbfgs,constant,7,11(s),54,67.0,,,,,,,,,,,,,,,
68,0.732486388384755,0.7371428571428572,68,376,0.0020672914373978182,0.051455498314352754,1498,0.17032373175791293,0.018962363141077798,0.062228441338160606,49,identity,lbfgs,constant,2,22,60,68.0,,,,,,,,,,,,,,,
69,0.7640048396854204,0.7657142857142858,10,500,0.06244660949186631,0.02142354359097806,1212,0.1280619187332923,0.494805029889522,0.15215022043665127,50,identity,lbfgs,constant,2,22,60,69.0,,,,,,,,,,,,,,,
70,0.8960072595281305,0.8628571428571428,359,147,0.06665732066484314,0.5,15872,0.025119898440984383,0.03644695067406811,0.6113063325831372,536,identity,lbfgs,constant,7,70(s),,,,,,,,,,,,,,,,,
71,0.8057471264367816,0.78,500,97,0.09810729597723764,0.1262206705454042,11464,0.04445548699037215,0.5951525904374781,0.2527784749023494,653,identity,lbfgs,constant,7,71(s),,,,,,,,,,,,,,,,,
72,0.8405323653962492,0.8504761904761905,450,38,0.07192835762129604,0.056299260147177066,16502,0.04216137527678973,0.3568072576449331,0.5721795574511209,1000,identity,lbfgs,constant,7,72(s),,,,,,,,,,,,,,,,,
73,0.8821536600120993,0.8761904761904763,500,144,0.04160842579534587,0.2116125472355273,7291,0.004592989844360504,0.3277686801834108,0.5971929903672583,241,identity,lbfgs,constant,7,73(s),,,,,,,,,,,,,,,,,
74,0.8855414398064125,0.8495238095238096,500,113,0.02652024729591785,0.25708762871706115,16544,0.031501552291043775,0.8048319490397564,0.999,1000,identity,lbfgs,constant,7,74(s),,,,,,,,,,,,,,,,,
75,0.8820931639443437,0.8619047619047621,301,60,0.0522375966430726,0.5,12674,0.01380790976271647,0.3333491838808039,0.022698128578581334,912,identity,lbfgs,constant,7,75(s),,,,,,,,,,,,,,,,,
76,0.868118572292801,0.7942857142857143,55,47,0.029033171594006,0.21412422769763023,15491,0.04528489782696394,0.7416672316747533,0.5049143971663878,1000,identity,lbfgs,constant,7,76(s),,,,,,,,,,,,,,,,,
77,0.8786448880822746,0.8761904761904763,391,73,0.13173985020671458,0.08074407344642381,4654,0.005623235667090609,0.9083206688490681,0.999,1000,identity,lbfgs,constant,7,77(s),,,,,,,,,,,,,,,,,
78,0.8750151240169389,0.8076190476190476,101,64,0.017354854432990896,0.5,27406,0.040760132500547816,0.10364859196285159,0.8860762525161795,1000,identity,lbfgs,constant,7,78(s),,,,,,,,,,,,,,,,,
79,0.8786448880822746,0.8761904761904763,454,62,0.058842159406127685,0.3665157573974273,8367,0.0015188024423193995,0.19407411253825455,0.019149066437201177,1000,identity,lbfgs,constant,7,75(s),79,,,,,,,,,,,,,,,,
80,0.8854809437386569,0.8761904761904763,500,81,0.10127255011754334,0.10756105118388076,8569,0.0159852567219656,0.11852671026788603,0.025226775912637365,317,identity,lbfgs,constant,7,75(s),80,,,,,,,,,,,,,,,,
81,0.8716273442226254,0.8076190476190476,325,85,0.013518316943423163,0.04660698728043097,32256,0.03670642439924383,0.999,0.6495693483469009,650,identity,lbfgs,constant,7,74(s),81,,,,,,,,,,,,,,,,
82,0.8786448880822746,0.8761904761904763,367,208,0.03629739909112452,0.18055812398706333,13043,0.004581771110156511,0.999,0.7335134733704092,734,identity,lbfgs,constant,7,74(s),82,,,,,,,,,,,,,,,,
83,0.895946763460375,0.8619047619047621,274,67,0.1092535290051007,0.5,1539,0.03351491998390031,0.9024729236861386,0.999,1000,identity,lbfgs,constant,7,83(s),,,,,,,,,,,,,,,,,
84,0.8301270417422867,0.8219047619047618,87,113,0.04001061836035976,0.5,15706,0.04675332376941832,0.4983557560653562,0.7227955702693625,117,identity,lbfgs,constant,7,84(s),,,,,,,,,,,,,,,,,
85,0.8786448880822746,0.8761904761904763,33,85,0.02117875081375241,0.5,18716,0.00874623279948394,0.4070398450337233,0.999,86,identity,lbfgs,constant,7,85(s),,,,,,,,,,,,,,,,,
86,0.8821536600120993,0.8761904761904763,500,388,0.06011348835923189,0.08042511773259714,15595,0.0011040443494365268,0.3510351296144364,0.2157618938609709,185,identity,lbfgs,constant,7,74(s),82,86.0,,,,,,,,,,,,,,,
87,0.8786448880822746,0.8761904761904763,250,172,0.06776596011728414,0.1566987925369675,13040,0.00026055103543245334,0.8347884133694305,0.986468671822968,1000,identity,lbfgs,constant,7,74(s),82,87.0,,,,,,,,,,,,,,,
88,0.8786448880822746,0.8761904761904763,333,2,0.045234574424984714,0.14802282951563828,24170,0.006831997051721942,0.08169983919156404,0.03859266197242692,975,identity,lbfgs,constant,7,75(s),88,,,,,,,,,,,,,,,,
89,0.8786448880822746,0.8761904761904763,321,43,0.10303242420668593,0.4868150247468095,17363,0.0047821734523082905,0.24588361410063275,0.030013418446382195,1000,identity,lbfgs,constant,7,75(s),89,,,,,,,,,,,,,,,,
90,0.878584392014519,0.8761904761904763,486,49,0.023418184520947436,0.18147351495757197,26824,0.029864152773193143,0.12957880449546166,0.9719986816156242,972,identity,lbfgs,constant,7,74(s),90,,,,,,,,,,,,,,,,
91,0.8128251663641863,0.7809523809523811,418,81,0.036866047827632586,0.49304951316902174,32606,0.045753258686045684,0.23866968275900802,0.8354777829325739,836,identity,lbfgs,constant,7,74(s),91,,,,,,,,,,,,,,,,
92,0.8822141560798549,0.8619047619047618,447,125,0.1293323050696069,0.5,14471,0.03343767966554203,0.006810351438685358,0.999,1000,identity,lbfgs,constant,7,92(s),,,,,,,,,,,,,,,,,
93,0.8336358136721114,0.8219047619047618,153,83,0.07322744982367486,0.5,25885,0.04545127222791989,0.7257736573551877,0.3119231913383218,1000,identity,lbfgs,constant,7,93(s),,,,,,,,,,,,,,,,,
94,0.8820931639443437,0.8761904761904763,305,39,0.008318608359020943,0.13344299612785826,28526,0.024520930501865858,0.8469057901261763,0.999,130,identity,lbfgs,constant,7,94(s),,,,,,,,,,,,,,,,,
95,0.7918330308529946,0.78,125,64,0.04593785456099481,0.4341494586226955,3787,0.08928472488834714,0.4274521298353366,0.7321495120827328,47,identity,lbfgs,constant,7,84(s),95,,,,,,,,,,,,,,,,
96,0.8157894736842104,0.7676190476190476,128,3,0.04332950152707962,0.42722166356175667,7891,0.05368200249254053,0.8024428896369732,0.999,210,identity,lbfgs,constant,7,84(s),96,,,,,,,,,,,,,,,,
97,0.8855414398064125,0.8761904761904763,157,132,0.1101583917979077,0.46277802368761856,7858,0.028561512623303385,0.03348391097465264,0.4207925703626533,103,identity,lbfgs,constant,7,97(s),,,,,,,,,,,,,,,,,
98,0.8924379915305505,0.8761904761904763,78,94,0.08682412518150608,0.48090844698855184,1197,0.03101987603454536,0.2000045367509649,0.999,724,identity,lbfgs,constant,7,98(s),,,,,,,,,,,,,,,,,
99,0.8786448880822746,0.8761904761904763,397,138,0.06798827166452102,0.5,16138,0.0016531049188248416,0.06192639096565583,0.1595108742192327,623,identity,lbfgs,constant,7,99(s),,,,,,,,,,,,,,,,,
100,0.8681790683605566,0.821904761904762,142,137,0.027365417938291066,0.22075663433616088,22242,0.04388739552814141,0.35257559051171006,0.2850271217650773,58,identity,lbfgs,constant,7,84(s),100,,,,,,,,,,,,,,,,
101,0.8786448880822746,0.8761904761904763,92,16,0.028836442244181016,0.21860045940371525,15427,0.02019655793176264,0.8964287463042443,0.3257062624902786,165,identity,lbfgs,constant,7,84(s),101,,,,,,,,,,,,,,,,
102,0.8820931639443435,0.8761904761904763,17,133,0.006183174467710079,0.29056449726083095,21842,0.03016456512553268,0.2697678658910425,0.3999124377857929,581,identity,lbfgs,constant,7,93(s),102,,,,,,,,,,,,,,,,
103,0.8924984875983061,0.8761904761904763,279,30,0.11285262937248905,0.0458878851323507,34237,0.022572478762698137,0.6691318101947749,0.4738203577999599,91,identity,lbfgs,constant,7,93(s),103,,,,,,,,,,,,,,,,
104,0.7954022988505747,0.7914285714285715,191,1,0.07690230488025608,0.16652102365121452,14978,0.07668656960424765,0.07260064023714696,0.38353956021017144,158,identity,lbfgs,constant,7,84(s),96,104.0,,,,,,,,,,,,,,,
105,0.8890502117362372,0.8761904761904763,235,5,0.04291608109392162,0.00153683599523452,7199,0.018462803654371196,0.999,0.7077585046492827,373,identity,lbfgs,constant,7,84(s),96,105.0,,,,,,,,,,,,,,,
106,0.8889897156684816,0.8761904761904763,500,118,0.04354536483328009,0.393470867537827,1000,0.024040350636789835,0.04045129388763069,0.5531484575055138,1000,identity,lbfgs,constant,7,106(s),,,,,,,,,,,,,,,,,
107,0.902843315184513,0.8619047619047621,243,43,0.1383010125007424,0.13665354558604553,26761,0.02698409042010924,0.5850669477641115,0.16857738133473266,1000,identity,lbfgs,constant,7,107(s),,,,,,,,,,,,,,,,,
108,0.8751966122202057,0.8761904761904763,291,37,0.03098319734220971,0.306345515960872,14076,0.012762418081581193,0.6683466582086253,0.25196155267198517,11,identity,lbfgs,constant,7,108(s),,,,,,,,,,,,,,,,,
109,0.8890502117362372,0.8904761904761905,91,40,0.1138667622777097,0.15059283560725473,2824,0.030966927319942522,0.4019050148214368,0.10251437488098059,361,identity,lbfgs,constant,7,109(s),,,,,,,,,,,,,,,,,
110,0.8333938294010889,0.8076190476190476,362,73,0.045525747033660524,0.46657145507142406,17464,0.040188100529568,0.173738888702353,0.15813492081591052,1000,identity,lbfgs,constant,7,110(s),,,,,,,,,,,,,,,,,
111,0.8370235934664247,0.7942857142857143,16,11,0.15063352025247712,0.28486043362501434,3233,0.04777115327087224,0.26802480137435647,0.999,209,identity,lbfgs,constant,7,111(s),,,,,,,,,,,,,,,,,
112,0.8333938294010889,0.8076190476190476,168,170,0.04417717550133476,0.27944083255163443,1663,0.04547249222162613,0.04236268029979949,0.999,336,identity,lbfgs,constant,7,106(s),112,,,,,,,,,,,,,,,,
113,0.8786448880822746,0.8761904761904763,247,18,0.020892290704648635,0.17089358757000156,1504,0.003016647992329754,0.05618328248459448,0.25731846416672616,495,identity,lbfgs,constant,7,106(s),113,,,,,,,,,,,,,,,,
114,0.8786448880822746,0.8761904761904763,500,72,0.054034334277031,0.3504343981251012,11171,0.005269943700370149,0.4769399790773595,0.1817697989365823,11,identity,lbfgs,constant,7,108(s),114,,,,,,,,,,,,,,,,
115,0.8889292196007259,0.8761904761904763,500,12,0.04554341439614121,0.3394988216061323,23648,0.021155040491849058,0.999,0.19119686642101755,13,identity,lbfgs,constant,7,108(s),115,,,,,,,,,,,,,,,,
116,0.895946763460375,0.8761904761904763,119,22,0.06490295550593385,0.22391693532070586,4784,0.03581234826053841,0.719948224550121,0.11223842371458277,92,identity,lbfgs,constant,7,109(s),116(s),,,,,,,,,,,,,,,,
117,0.8820931639443435,0.8761904761904763,135,46,0.10385884370947894,0.027488772663735603,1000,0.021242758751883188,0.2954596380820743,0.06697630312341141,426,identity,lbfgs,constant,7,109(s),117(s),,,,,,,,,,,,,,,,
118,0.8786448880822746,0.8761904761904763,34,65,0.06645806836325385,0.05567726485948181,4137,0.008096446146988494,0.18824604917992918,0.025487064181056035,592,identity,lbfgs,constant,7,109(s),118(s),,,,,,,,,,,,,,,,
119,0.8890502117362372,0.8619047619047621,418,21,0.07790284034387501,0.05571951775569006,17897,0.010405237154740107,0.08635495040215058,0.05708778133097096,20,identity,lbfgs,constant,7,108(s),114,119.0,,,,,,,,,,,,,,,
120,0.8751361161524501,0.8761904761904763,497,28,0.0075748014874544856,0.20431594834194478,5264,0.009830922900979077,0.9521856984924413,0.09484441204527415,15,identity,lbfgs,constant,7,108(s),114,120.0,,,,,,,,,,,,,,,
121,0.8194797338173018,0.7942857142857143,14,39,0.05035844741564764,0.05847056778582514,4929,0.06138816405005147,0.017576200892918337,0.02256044015357349,621,identity,lbfgs,constant,7,109(s),121(s),,,,,,,,,,,,,,,,
122,0.8786448880822746,0.8761904761904763,12,35,0.008372220812122272,0.24494530812578558,1000,0.020156191646782125,0.09646921721457674,0.16673490427143473,331,identity,lbfgs,constant,7,109(s),122(s),,,,,,,,,,,,,,,,
123,0.8821536600120993,0.8761904761904763,24,40,0.086945918685423,0.19960858025047237,1737,0.0038738806688804195,0.7033619840389717,0.18743854781453476,573,identity,lbfgs,constant,7,109(s),123(s),,,,,,,,,,,,,,,,
124,0.8612825166364185,0.8076190476190476,171,64,0.06719564457986453,0.17822883766552045,1000,0.04064093147442994,0.007809770259180671,0.1872281879751676,720,identity,lbfgs,constant,7,109(s),124(s),,,,,,,,,,,,,,,,
125,0.8820931639443437,0.8761904761904763,65,37,0.21440129892283263,0.13547837103460178,3675,0.03456142249830035,0.7124442295558127,0.0482788473370329,409,identity,lbfgs,constant,7,109(s),125(s),,,,,,,,,,,,,,,,
126,0.8786448880822746,0.8761904761904763,127,77,0.051719420190035566,0.00622143788366189,1000,0.014152699923289123,0.23347954793677902,0.06562990045285752,110,identity,lbfgs,constant,7,109(s),126(s),,,,,,,,,,,,,,,,
127,0.8786448880822746,0.8761904761904763,113,53,0.18274834248714766,0.035650692764821496,1000,0.005792300856904874,0.6168769939756309,0.19314128891209909,652,identity,lbfgs,constant,7,109(s),127(s),,,,,,,,,,,,,,,,
128,0.8021778584392013,0.78,162,78,0.2098214989252708,0.031194851132887724,3607,0.057192301645427296,0.10775378296545751,0.11454748372761991,665,identity,lbfgs,constant,7,109(s),128(s),,,,,,,,,,,,,,,,
