,train,test,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
26,0.7305282842449744,0.7239130434782608,142,43,0.08021061206119147,0.5,3587,0.12031617420985984,0.025348086893182447,0.17718820918891576,66,identity,lbfgs,constant,1,26,,,,,,,,,,,,,,,,
27,0.7348293595137916,0.7155797101449275,389,83,0.37349721256987506,0.0061488678821094815,6239,0.22025762867166115,0.06215316166690188,0.2142140307302962,417,identity,lbfgs,constant,9,27,,,,,,,,,,,,,,,,
28,0.6939223936418888,0.6373188405797101,500,94,0.23206671182878738,0.05052896006807711,2376,0.5,0.4823108755175886,0.999,329,identity,lbfgs,constant,9,28,,,,,,,,,,,,,,,,
29,0.6723235156615239,0.6981884057971015,500,280,0.06323411390283823,0.5,1000,0.5,0.07250933652683875,0.999,63,identity,lbfgs,constant,8,29,,,,,,,,,,,,,,,,
30,0.7112201963534361,0.7068840579710145,500,26,0.15847482870543173,0.5,5315,0.1989258343881341,0.0014785331661012618,0.4487755971510426,15,identity,lbfgs,constant,8,30,,,,,,,,,,,,,,,,
31,0.7154745208041142,0.7322463768115941,252,261,0.06612516096185639,0.06612516096185639,42309,0.19193008606597756,0.01057006586494728,0.132118071601789,187,identity,lbfgs,constant,6,19,31(s),,,,,,,,,,,,,,,
32,0.6744273024777934,0.7239130434782608,338,283,0.44503901886222075,0.44503901886222075,11794,0.4269954528311719,0.027143076365729282,0.889187959686717,53,identity,lbfgs,constant,6,19,32(s),,,,,,,,,,,,,,,
33,0.6530621785881253,0.6894927536231884,272,20,0.21212159041232537,0.21212159041232537,32269,0.44488028067470464,0.06187268991470578,0.42381893764382605,117,identity,lbfgs,constant,6,19,33(s),,,,,,,,,,,,,,,
34,0.6982935951379148,0.7326086956521739,156,23,0.2343097257412168,0.04261314804399498,23468,0.35608215342383687,0.645578155543625,0.1919144832028754,906,identity,lbfgs,constant,0,34,,,,,,,,,,,,,,,,
35,0.7219495091164096,0.7496376811594202,243,4,0.3600763023525272,0.03231720619960172,11456,0.2236207017315897,0.999,0.5012529628143975,1000,identity,lbfgs,constant,0,35,,,,,,,,,,,,,,,,
36,0.741374474053296,0.7155797101449275,29,36,0.12827769796628552,0.048644681431803366,9029,0.03352544495745215,0.06252090114210943,0.11316963321727651,403,identity,lbfgs,constant,5,14,36,,,,,,,,,,,,,,,
37,0.7370500233754091,0.7068840579710145,8,96,0.04220656428826569,0.06565738782435698,3330,0.01948863531016111,0.10669317832139294,0.024511540115382535,900,identity,lbfgs,constant,5,14,37,,,,,,,,,,,,,,,
38,0.7241000467508183,0.7152173913043478,98,70,0.06314540002306582,0.5,50000,0.18153366620978864,0.1429263951931208,0.35955508402067765,389,identity,lbfgs,constant,6,20,38,,,,,,,,,,,,,,,
39,0.7155212716222534,0.7152173913043478,259,110,0.21229363362399845,0.19694947624941073,50000,0.4439577664022302,0.04333282340405356,0.5871938332327226,340,identity,lbfgs,constant,6,20,39,,,,,,,,,,,,,,,
40,0.7262505843852269,0.7326086956521739,288,34,0.13813237063842562,0.03413139307666596,10412,0.25321380036440444,0.04505596597742593,0.999,156,identity,lbfgs,constant,1,25,40,,,,,,,,,,,,,,,
41,0.6917952314165499,0.7148550724637681,166,14,0.023987478994944675,0.16004423212161478,1418,0.5,0.007397118431223648,0.6383528078444062,40,identity,lbfgs,constant,1,25,41,,,,,,,,,,,,,,,
42,0.730621785881253,0.7242753623188405,12,25,0.07769844175740587,0.43295374849141444,1205,0.14502534352433347,0.03553869009752107,0.2838951366730976,126,identity,lbfgs,constant,1,26,42,,,,,,,,,,,,,,,
43,0.7133473585787752,0.741304347826087,191,66,0.08187433580183295,0.3623143369277044,3986,0.13121114660460892,0.004285587497003723,0.1432886222930136,7,identity,lbfgs,constant,1,26,43,,,,,,,,,,,,,,,
44,0.6896914446002806,0.6630434782608695,107,142,0.2307401173578713,0.44992084618139616,1000,0.07872554854090047,0.44058834232957367,0.24726909846831335,125,identity,lbfgs,constant,4,18,44,,,,,,,,,,,,,,,
45,0.7478027115474521,0.6981884057971014,336,95,0.13386652690072598,0.06361393799368464,1000,0.05761805211651855,0.34088016919673725,0.2121894243146418,49,identity,lbfgs,constant,4,18,45,,,,,,,,,,,,,,,
46,0.7219261337073399,0.7065217391304347,262,21,0.16190137295202883,0.5,42427,0.2678980239349271,0.084772656348095,0.02357957364505847,293,identity,lbfgs,constant,6,46,,,,,,,,,,,,,,,,
47,0.7305984104721833,0.7068840579710145,78,173,0.5,0.5,28816,0.05031148277943734,0.40672520625456376,0.8263568196641329,954,identity,lbfgs,constant,6,47,,,,,,,,,,,,,,,,
48,0.7370500233754091,0.7155797101449275,14,116,0.04508579688148415,0.014933551032922598,1970,0.014933551032922598,0.12379768903659283,0.029837234963779324,94,identity,lbfgs,constant,8,29,48,,,,,,,,,,,,,,,
49,0.7262505843852269,0.7065217391304348,140,466,0.04018287854249363,0.1405080296428317,1718,0.1405080296428317,0.09476236862700543,0.28073504322637777,68,identity,lbfgs,constant,8,29,49,,,,,,,,,,,,,,,
50,0.6638382421692379,0.619927536231884,240,1,0.2342204391120005,0.012346833469819931,18965,0.38369152880207824,0.8191962999179768,0.5929317180165269,820,identity,lbfgs,constant,0,35,50(s),,,,,,,,,,,,,,,
51,0.6917484805984103,0.6898550724637681,79,1,0.06388499315714885,0.012026065882404634,18591,0.3034696899175179,0.8200533186580932,0.031453256273453745,820,identity,lbfgs,constant,0,35,51(s),,,,,,,,,,,,,,,
52,0.7305750350631136,0.7413043478260869,449,6,0.2414193091123979,0.03532238180659489,5944,0.13541837593328848,0.37859389946186994,0.47591486002039085,378,identity,lbfgs,constant,0,35,52(s),,,,,,,,,,,,,,,
53,0.728424497428705,0.7326086956521739,118,27,0.03590551695662819,0.013667968079803581,17264,0.26737084094518876,0.7190198943141813,0.5322344553723201,264,identity,lbfgs,constant,0,53,,,,,,,,,,,,,,,,
54,0.7154043945769051,0.7239130434782608,500,12,0.31075672214876277,0.04043937847486234,5785,0.26713403941680103,0.6849498909735697,0.24285959685930963,405,identity,lbfgs,constant,0,54,,,,,,,,,,,,,,,,
55,0.7262505843852269,0.6717391304347826,288,43,0.023814484269255795,0.018857720890518608,2305,0.36373515631510006,0.06443643869630447,0.5170074163735373,279,identity,lbfgs,constant,1,25,40,55,,,,,,,,,,,,,,
56,0.7197989714820011,0.7322463768115941,274,57,0.15209975355364136,0.017838263234804645,14379,0.22265982665471354,0.05227757952578775,0.11753636495527842,13,identity,lbfgs,constant,1,25,40,56,,,,,,,,,,,,,,
57,0.7090696587190275,0.7239130434782608,193,48,0.13610443743814188,0.002605553764513324,37767,0.38063569366285527,0.032560838214705796,0.999,132,identity,lbfgs,constant,1,25,57,,,,,,,,,,,,,,,
58,0.7261570827489482,0.7152173913043478,27,20,0.08653004206900172,0.024961773301504175,50000,0.26600437199568083,0.04102130942879553,0.4634015884049488,142,identity,lbfgs,constant,1,25,58,,,,,,,,,,,,,,,
59,0.7284478728377748,0.7159420289855072,155,33,0.06312731666932085,0.22496431866965388,1021,0.1648938293551525,0.017647198815274198,0.3476362660015653,125,identity,lbfgs,constant,1,26,59,,,,,,,,,,,,,,,
60,0.7327021972884527,0.7148550724637681,15,77,0.05081069461732715,0.20365454300167168,1997,0.12118362755502435,0.02870891847918822,0.217760499483684,50,identity,lbfgs,constant,1,26,60,,,,,,,,,,,,,,,
61,0.7348527349228613,0.7242753623188406,28,56,0.008858296233882262,0.05911696642285446,1000,0.008499909351726297,0.06594955196699082,0.005296330952982334,174,identity,lbfgs,constant,5,14,36,61,,,,,,,,,,,,,,
62,0.7262505843852269,0.7068840579710145,43,26,0.06144365701707738,0.057393988220705384,6771,0.008393076124446498,0.09651947803642791,0.12029885030030452,562,identity,lbfgs,constant,5,14,36,62,,,,,,,,,,,,,,
63,0.7392005610098178,0.7155797101449275,16,131,0.06012111390603992,0.003610210690833818,2152,0.02462495947394453,0.1640077894807266,0.012302315498822158,20,identity,lbfgs,constant,8,29,48,63,,,,,,,,,,,,,,
64,0.7392005610098178,0.7068840579710145,8,47,0.0890215616778458,0.012032585103182702,1000,0.001759433820936518,0.07028142470962592,0.041804778435039096,186,identity,lbfgs,constant,8,29,48,64,,,,,,,,,,,,,,
65,0.7284011220196355,0.7326086956521739,168,88,0.03221997184934634,0.05922869917677831,5922,0.3308447409001976,0.10471883238762716,0.15501658935765392,588,identity,lbfgs,constant,6,20,38,65,,,,,,,,,,,,,,
66,0.7068957456755494,0.6981884057971014,97,19,0.03568077053085479,0.15373564725655825,15373,0.21188865704417892,0.17482132485084947,0.04465364779265674,55,identity,lbfgs,constant,6,20,38,66,,,,,,,,,,,,,,
67,0.7284011220196355,0.7155797101449275,189,40,0.19311633565318348,0.5,50000,0.010541936463051294,0.4110727061059653,0.36209625718404886,1000,identity,lbfgs,constant,6,67,,,,,,,,,,,,,,,,
68,0.6851799906498364,0.6985507246376812,341,43,0.5,0.09730151405365961,6724,0.5,0.3175946060150614,0.999,1000,identity,lbfgs,constant,6,68,,,,,,,,,,,,,,,,
69,0.7392005610098178,0.6981884057971014,11,106,0.0823050082676692,0.052793638535785364,5942,6.089204498703482e-05,0.1125656304467561,0.0024186916289639752,1000,identity,lbfgs,constant,5,14,37,69,,,,,,,,,,,,,,
70,0.732748948106592,0.7068840579710145,13,146,0.0162924082457928,0.07300653860507615,3861,0.023771490031317722,0.0939538658235301,0.043661372010741356,1000,identity,lbfgs,constant,5,14,37,70,,,,,,,,,,,,,,
71,0.7370500233754091,0.7155797101449275,77,96,0.07748794191177272,0.07748794191177272,7353,0.029209383683150077,0.44936375708097853,0.999,1000,identity,lbfgs,constant,6,47,71,,,,,,,,,,,,,,,
72,0.7370266479663394,0.7152173913043478,147,151,0.14570789197588102,0.14570789197588102,25772,0.05674348030691938,0.7263449078824045,0.999,379,identity,lbfgs,constant,6,47,72,,,,,,,,,,,,,,,
73,0.7370266479663394,0.7155797101449275,184,500,0.005634183982214672,0.13986104512331898,1257,0.026213051486586023,0.07131040864995503,0.5111230411851506,4,identity,lbfgs,constant,8,29,49,73,,,,,,,,,,,,,,
74,0.7284244974287051,0.7326086956521739,146,500,0.0057590552949426735,0.22789337983814617,1000,0.19170145515723835,0.06325307710011045,0.3308373461076748,110,identity,lbfgs,constant,8,29,49,74,,,,,,,,,,,,,,
75,0.6896914446002806,0.7061594202898551,157,2,0.3316098958717226,0.03868197376923352,7041,0.19272938285678964,0.6854281872194079,0.7480834123216313,686,identity,lbfgs,constant,0,35,75(s),,,,,,,,,,,,,,,
76,0.6854838709677419,0.7326086956521738,291,3,0.23736918423597014,0.01863266746499424,7340,0.25876353799187224,0.7682957446289542,0.34687283719445394,769,identity,lbfgs,constant,0,35,76(s),,,,,,,,,,,,,,,
77,0.6766947171575501,0.7159420289855072,209,5,0.2212094913942417,0.022650247337499957,11998,0.3127418937951234,0.7654734569148098,0.5703709100412705,766,identity,lbfgs,constant,0,35,77(s),,,,,,,,,,,,,,,
78,0.7197755960729314,0.7409420289855072,500,7,0.1519637722702239,0.06372798663843343,6230,0.17765954929817726,0.5065227818239466,0.2981487149143288,262,identity,lbfgs,constant,0,35,52(s),78,,,,,,,,,,,,,,
79,0.6982935951379149,0.6807971014492753,249,6,0.203093187352751,0.021998458891518344,5374,0.02891865686629895,0.21899067352370255,0.7065716395945927,35,identity,lbfgs,constant,0,35,52(s),79,,,,,,,,,,,,,,
80,0.7413510986442263,0.6981884057971014,37,15,0.005898003029086517,0.019649221417494978,1556,0.002333544225421396,0.03401905980226997,0.006815976282444031,212,identity,lbfgs,constant,5,14,36,61,80.0,,,,,,,,,,,,,
81,0.7348761103319308,0.7155797101449275,3,68,0.010069461128851723,0.03028926703021553,1274,0.005157216328008599,0.0819742253743144,0.009559496406951917,168,identity,lbfgs,constant,5,14,36,61,81.0,,,,,,,,,,,,,
82,0.7348994857410005,0.7155797101449275,23,225,0.08044049372883236,0.015652848599804984,3745,0.020016604988107693,0.2436448790406498,0.05594708557928228,103,identity,lbfgs,constant,8,29,48,82,,,,,,,,,,,,,,
83,0.7392005610098178,0.6981884057971014,14,199,0.029723300719465558,0.028840713984781927,2692,0.001209411401087556,0.23739219987079338,0.023137250567593005,92,identity,lbfgs,constant,8,29,48,83,,,,,,,,,,,,,,
84,0.732748948106592,0.7155797101449275,135,50,0.13536766247845297,0.017725505431204228,14232,0.0154698260590563,0.4237927660070027,0.7974270257298939,798,identity,lbfgs,constant,6,47,71,84,,,,,,,,,,,,,,
85,0.7391771856007481,0.7239130434782609,151,172,0.07337339554260186,0.09966311128436511,14312,0.03818752694752439,0.4769591429025547,0.7861042717363969,786,identity,lbfgs,constant,6,47,71,85,,,,,,,,,,,,,,
86,0.7392005610098178,0.6981884057971014,116,74,0.002222456042729674,0.21925054577007452,1141,0.0023488944356425227,0.02837636768070923,0.1782655732983056,1,identity,lbfgs,constant,8,29,49,73,86.0,,,,,,,,,,,,,
87,0.7327021972884527,0.7068840579710145,245,395,0.011156307144654543,0.11238087078080763,1286,0.012723547168453761,0.08457277989855218,0.8700473763657287,4,identity,lbfgs,constant,8,29,49,73,87.0,,,,,,,,,,,,,
88,0.732748948106592,0.7239130434782609,63,7,0.02909304738940567,0.05401771843950243,5401,0.09453284791393353,0.16155897879188869,0.034633146363387546,13,identity,lbfgs,constant,6,20,38,88,,,,,,,,,,,,,,
89,0.7155212716222534,0.7061594202898551,24,122,0.06684811090352887,0.06749146335162265,6749,0.3626876789098217,0.06429459880318938,0.6582461986388546,12,identity,lbfgs,constant,6,20,38,89,,,,,,,,,,,,,,
90,0.6315568022440392,0.5945652173913043,264,1,0.3828710655523428,0.009936677100235679,26721,0.5,0.999,0.20479834313204176,107,identity,lbfgs,constant,0,35,50(s),90,,,,,,,,,,,,,,
91,0.6616643291257598,0.6891304347826087,304,1,0.420108166982636,0.019019424004170542,29654,0.31596014719254817,0.999,0.654169689447712,551,identity,lbfgs,constant,0,35,50(s),91,,,,,,,,,,,,,,
92,0.7284244974287051,0.7326086956521739,277,3,0.4225204863196276,0.03192268299917945,15180,0.1959174999534244,0.7531778892182317,0.55838417635054,753,identity,lbfgs,constant,0,35,92(s),,,,,,,,,,,,,,,
93,0.6895745675549322,0.6807971014492753,256,4,0.27169944958803194,0.04271723034239395,9073,0.24057249335780018,0.7543754012912206,0.42429746254345535,755,identity,lbfgs,constant,0,35,93(s),,,,,,,,,,,,,,,
94,0.7025712949976626,0.741304347826087,231,3,0.24663046616314716,0.04087728965692461,14023,0.16019829414949918,0.8171009734703203,0.5495858081356425,817,identity,lbfgs,constant,0,35,94(s),,,,,,,,,,,,,,,
95,0.70684899485741,0.7413043478260869,500,10,0.36797187240362084,0.05384088304074565,7471,0.20641760396954068,0.28008920742377197,0.012810577535212642,396,identity,lbfgs,constant,0,35,52(s),95,,,,,,,,,,,,,,
96,0.706919121084619,0.7152173913043478,288,8,0.005565786168197917,0.0012853350552650758,8865,0.1885534056580208,0.6833137947743619,0.787370881746374,551,identity,lbfgs,constant,0,35,52(s),96,,,,,,,,,,,,,,
97,0.7241234221598878,0.7326086956521739,22,7,0.0008764817882537419,0.03095335732603324,3725,0.1654421438811121,0.19722779791568437,0.0417199310081508,19,identity,lbfgs,constant,6,20,38,88,97.0,,,,,,,,,,,,,
98,0.7133473585787753,0.6721014492753624,2,1,0.025256006434104528,0.031866089178192045,10307,0.027555259301467752,0.2961228754412098,0.036137365551799694,24,identity,lbfgs,constant,6,20,38,88,98.0,,,,,,,,,,,,,
99,0.7327255726975223,0.7155797101449275,5,14,0.005509827592834572,0.05754500075120078,1000,0.009848839854653568,0.03533581980535442,0.016399532607800197,105,identity,lbfgs,constant,5,14,36,61,81.0,99.0,,,,,,,,,,,,
100,0.7284712482468445,0.6554347826086957,1,61,0.019076711905534532,0.02788256666873891,2436,0.006182580908299616,0.10134438098839563,0.018934327082752764,99,identity,lbfgs,constant,5,14,36,61,81.0,100.0,,,,,,,,,,,,
101,0.7348761103319308,0.7155797101449275,9,258,0.08514215419674774,0.008109992325680729,6633,0.016372421434393315,0.06563653917348591,0.09503686874901743,78,identity,lbfgs,constant,8,29,48,82,101.0,,,,,,,,,,,,,
102,0.7392005610098178,0.7068840579710145,45,336,0.12327872932336836,0.014642559018683667,1416,0.03647550250275302,0.33925055177119234,0.02066154733852109,18,identity,lbfgs,constant,8,29,48,82,102.0,,,,,,,,,,,,,
103,0.618560074801309,0.6648550724637682,60,1,0.05605174211558789,0.022562602660091257,7205,0.318988665342958,0.9035824292337041,0.4033817538925722,673,identity,lbfgs,constant,0,35,75(s),103,,,,,,,,,,,,,,
104,0.7391538101916785,0.7318840579710144,143,1,0.5,0.029194525043133822,2881,0.0568125198443831,0.999,0.21935757811211565,641,identity,lbfgs,constant,0,35,75(s),104,,,,,,,,,,,,,,
105,0.7327723235156617,0.7155797101449275,99,1,0.24528301625331048,0.007441263746652442,9307,0.06713947692456929,0.2067811471030615,0.8675192300643506,803,identity,lbfgs,constant,0,35,50(s),105,,,,,,,,,,,,,,
106,0.6466573165030388,0.6456521739130434,137,1,0.197550268750168,0.008048094627902538,34533,0.5,0.4663415045930456,0.999,817,identity,lbfgs,constant,0,35,50(s),106,,,,,,,,,,,,,,
107,0.702664796633941,0.7152173913043478,262,3,0.29726441545000154,0.04212561712840625,15014,0.17619592606054515,0.7004559751752909,0.6340003748953147,663,identity,lbfgs,constant,0,35,94(s),107(s),,,,,,,,,,,,,,
108,0.7262739597942963,0.7329710144927536,234,2,0.2957100797547038,0.038680855729150525,10547,0.14928382327578008,0.8294626142500202,0.6768063247574901,987,identity,lbfgs,constant,0,35,94(s),108(s),,,,,,,,,,,,,,
109,0.7284244974287051,0.6981884057971015,173,2,0.30095617110595424,0.047941661739910275,13569,0.18947036638136086,0.6237660069722558,0.6810133261775131,890,identity,lbfgs,constant,0,35,94(s),109(s),,,,,,,,,,,,,,
110,0.7176484338475924,0.7409420289855071,224,2,0.25684349501013276,0.04772480926035339,15380,0.1412539846951724,0.7837280414750951,0.5504274290175672,731,identity,lbfgs,constant,0,35,94(s),110(s),,,,,,,,,,,,,,
111,0.7154745208041141,0.6978260869565217,237,2,0.2088569138519754,0.04366280573752103,15065,0.14706422378286305,0.6670889575769174,0.43996175491245987,687,identity,lbfgs,constant,0,35,94(s),111(s),,,,,,,,,,,,,,
112,0.7326788218793829,0.7072463768115942,256,3,0.2187796299595848,0.04632594275526003,16498,0.1313312945037053,0.8939600183600844,0.4984943861821071,939,identity,lbfgs,constant,0,35,94(s),112(s),,,,,,,,,,,,,,
113,0.6487611033193081,0.6898550724637682,157,1,0.09573920934225255,0.04338018377873484,28104,0.2549810399283225,0.999,0.7139925720356772,230,identity,lbfgs,constant,0,35,94(s),107(s),113.0,,,,,,,,,,,,,
114,0.7198457223001403,0.7155797101449275,32,2,0.4654703739154217,0.02054266143617852,14373,0.183253201210625,0.5592046473552625,0.7264511428748268,693,identity,lbfgs,constant,0,35,94(s),107(s),114.0,,,,,,,,,,,,,
115,0.7284011220196355,0.7326086956521739,187,3,0.3702201767848795,0.04682220246607026,5552,0.07533085899749419,0.6946276210734443,0.999,1000,identity,lbfgs,constant,0,35,94(s),109(s),115.0,,,,,,,,,,,,,
116,0.7240532959326789,0.6978260869565217,60,1,0.016376815807682965,0.09525337721294914,21459,0.24518860914158935,0.07142159092212919,0.16460784732213884,434,identity,lbfgs,constant,0,35,94(s),109(s),116.0,,,,,,,,,,,,,
117,0.7326788218793829,0.7409420289855072,255,3,0.2638760423164436,0.04140677021161482,15135,0.13404878137056794,0.8507031675260674,0.5278001216797554,700,identity,lbfgs,constant,0,35,94(s),117(s),,,,,,,,,,,,,,
118,0.7133239831697056,0.7155797101449275,245,2,0.21435695757707338,0.041477736934574204,13984,0.1686545174216219,0.8800362744311477,0.48440020126499633,788,identity,lbfgs,constant,0,35,94(s),118(s),,,,,,,,,,,,,,
119,0.7047452080411408,0.7242753623188405,229,3,0.22592331429962628,0.04509577417533367,15869,0.15164405326105224,0.7061581321756087,0.5019460305908086,807,identity,lbfgs,constant,0,35,94(s),119(s),,,,,,,,,,,,,,
120,0.7176250584385228,0.6978260869565217,254,3,0.2735565377035263,0.03669575009796985,15163,0.17115124834353945,0.9053194894353801,0.5749314025070461,808,identity,lbfgs,constant,0,35,94(s),120(s),,,,,,,,,,,,,,
121,0.6936652641421226,0.6387681159420289,250,2,0.2765146910026664,0.0412257522131847,15700,0.14932410794806006,0.8217527976182145,0.5993530866310587,833,identity,lbfgs,constant,0,35,94(s),121(s),,,,,,,,,,,,,,
122,0.7284712482468445,0.7326086956521738,217,3,0.2628380373629198,0.035109196537928725,15375,0.14485353337946685,0.8657268618781205,0.47656569323991715,818,identity,lbfgs,constant,0,35,94(s),122(s),,,,,,,,,,,,,,
123,0.6764609630668538,0.6489130434782608,387,1,0.043338609314843124,0.06251341127395621,1711,0.2407363313081893,0.6598374538652052,0.7346481870265494,783,identity,lbfgs,constant,0,35,94(s),117(s),123.0,,,,,,,,,,,,,
124,0.7305516596540441,0.7068840579710145,500,4,0.3160044073471129,0.01781205725170594,28715,0.018580236992208524,0.999,0.8677433779278245,308,identity,lbfgs,constant,0,35,94(s),117(s),124.0,,,,,,,,,,,,,
125,0.7262739597942963,0.7239130434782608,244,3,0.2241385898585373,0.0454996812825804,12801,0.14990933898462117,0.8404244879040432,0.524167505071795,852,identity,lbfgs,constant,0,35,94(s),125(s),,,,,,,,,,,,,,
126,0.7133473585787752,0.7144927536231884,203,2,0.21906046004449772,0.038026581179965276,12678,0.17146533711104103,0.9088264507210733,0.6066963672166428,787,identity,lbfgs,constant,0,35,94(s),126(s),,,,,,,,,,,,,,
127,0.6659654043945769,0.706159420289855,245,2,0.25549831271695184,0.03967165996846687,15494,0.1636209100698927,0.8876606263297112,0.5394685050762118,730,identity,lbfgs,constant,0,35,94(s),127(s),,,,,,,,,,,,,,
128,0.7348761103319308,0.7239130434782608,149,2,0.25299242835952074,0.005712596218702459,20671,0.16799540342531916,0.44351421175899863,0.015428190693309252,1000,identity,lbfgs,constant,0,35,94(s),117(s),128.0,,,,,,,,,,,,,
