,train,test,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
20,0.8403508771929824,0.8085714285714285,24,87,uniform,ball_tree,euclidean,5,20,,,,,,,,
21,0.7083484573502722,0.7085714285714286,37,145,uniform,ball_tree,euclidean,6,21,,,,,,,,
22,0.8019963702359346,0.8085714285714285,31,54,uniform,ball_tree,euclidean,6,22,,,,,,,,
23,0.8960072595281308,0.836190476190476,18,300,uniform,ball_tree,euclidean,8,23,,,,,,,,
24,0.8019963702359346,0.8085714285714285,31,234,uniform,ball_tree,euclidean,8,24,,,,,,,,
25,0.7399274047186932,0.7361904761904763,32,176,uniform,ball_tree,euclidean,1,25,,,,,,,,
26,0.7083484573502722,0.7085714285714286,50,191,uniform,ball_tree,euclidean,1,26,,,,,,,,
27,0.7083484573502722,0.7085714285714286,50,93,uniform,ball_tree,euclidean,4,27,,,,,,,,
28,0.8960072595281308,0.836190476190476,18,300,uniform,ball_tree,euclidean,4,28,,,,,,,,
29,0.9029038112522686,0.836190476190476,15,27,uniform,ball_tree,euclidean,7,29,,,,,,,,
30,0.7083484573502722,0.7085714285714286,50,82,uniform,ball_tree,euclidean,7,30,,,,,,,,
31,0.9168784029038113,0.8914285714285715,9,300,uniform,ball_tree,euclidean,2,31(s),,,,,,,,
32,0.9029643073200242,0.9057142857142857,6,300,uniform,ball_tree,euclidean,2,32(s),,,,,,,,
33,0.9133696309739868,0.8914285714285715,11,245,uniform,ball_tree,euclidean,2,33(s),,,,,,,,
34,0.9064730792498488,0.8914285714285715,4,34,uniform,ball_tree,euclidean,2,11(s),34,,,,,,,
35,1.0,0.78,1,130,uniform,ball_tree,euclidean,2,11(s),35,,,,,,,
36,0.9168784029038113,0.8914285714285715,9,49,uniform,ball_tree,euclidean,3,14,36,,,,,,,
37,0.9099213551119177,0.8914285714285715,10,22,uniform,ball_tree,euclidean,3,14,37,,,,,,,
38,0.7083484573502722,0.7085714285714286,34,46,uniform,ball_tree,euclidean,3,38,,,,,,,,
39,0.7083484573502722,0.7085714285714286,50,6,uniform,ball_tree,euclidean,3,39,,,,,,,,
40,0.8995160314579552,0.8495238095238096,14,246,uniform,ball_tree,euclidean,0,40,,,,,,,,
41,0.8820931639443435,0.8352380952380953,21,51,uniform,ball_tree,euclidean,0,41,,,,,,,,
42,0.7083484573502722,0.7085714285714286,50,15,uniform,ball_tree,euclidean,6,22,42,,,,,,,
43,0.9064730792498488,0.8914285714285715,4,49,uniform,ball_tree,euclidean,6,22,43,,,,,,,
44,0.8682395644283123,0.7933333333333332,22,221,uniform,ball_tree,euclidean,1,44,,,,,,,,
45,0.7434361766485178,0.7361904761904763,33,143,uniform,ball_tree,euclidean,1,45,,,,,,,,
46,0.8995160314579552,0.8495238095238096,14,134,uniform,ball_tree,euclidean,1,25,46,,,,,,,
47,0.8960677555958864,0.8914285714285715,10,147,uniform,ball_tree,euclidean,1,25,47,,,,,,,
48,0.7083484573502722,0.7085714285714286,39,90,uniform,ball_tree,euclidean,3,13,48,,,,,,,
49,0.8960072595281308,0.8209523809523809,2,68,uniform,ball_tree,euclidean,3,13,49,,,,,,,
50,0.7083484573502722,0.7085714285714286,48,207,uniform,ball_tree,euclidean,6,21,50,,,,,,,
51,0.7083484573502722,0.7085714285714286,50,21,uniform,ball_tree,euclidean,6,21,51,,,,,,,
52,0.9168784029038113,0.8914285714285715,9,51,uniform,ball_tree,euclidean,4,27,52,,,,,,,
53,0.8333333333333333,0.836190476190476,29,107,uniform,ball_tree,euclidean,4,27,53,,,,,,,
54,0.8229280096793709,0.836190476190476,28,109,uniform,ball_tree,euclidean,7,30,54,,,,,,,
55,0.8960072595281308,0.8209523809523809,2,24,uniform,ball_tree,euclidean,7,30,55,,,,,,,
56,0.8960072595281308,0.8209523809523809,2,184,uniform,ball_tree,euclidean,2,56(s),,,,,,,,
57,1.0,0.78,1,192,uniform,ball_tree,euclidean,2,57(s),,,,,,,,
58,0.9133696309739866,0.9057142857142857,5,99,uniform,ball_tree,euclidean,2,58(s),,,,,,,,
59,0.9029643073200242,0.9057142857142857,6,139,uniform,ball_tree,euclidean,2,11(s),59,,,,,,,
60,0.9064730792498488,0.9057142857142857,8,193,uniform,ball_tree,euclidean,2,11(s),60,,,,,,,
61,0.9168784029038113,0.8914285714285715,9,135,uniform,ball_tree,euclidean,3,14,61,,,,,,,
62,1.0,0.78,1,123,uniform,ball_tree,euclidean,3,14,62,,,,,,,
63,0.9168784029038113,0.8914285714285715,9,289,uniform,ball_tree,euclidean,2,31(s),63,,,,,,,
64,0.9133696309739866,0.9057142857142857,5,94,uniform,ball_tree,euclidean,2,31(s),64,,,,,,,
65,1.0,0.7666666666666667,1,25,uniform,ball_tree,euclidean,2,11(s),34,65,,,,,,
66,1.0,0.78,1,39,uniform,ball_tree,euclidean,2,11(s),34,66,,,,,,
67,0.8960072595281308,0.8209523809523809,2,55,uniform,ball_tree,euclidean,3,14,36,67,,,,,,
68,0.8995160314579552,0.8495238095238096,14,79,uniform,ball_tree,euclidean,3,14,36,68,,,,,,
69,0.8960072595281308,0.8209523809523809,2,81,uniform,ball_tree,euclidean,6,22,43,69,,,,,,
70,1.0,0.7666666666666667,1,27,uniform,ball_tree,euclidean,6,22,43,70,,,,,,
71,1.0,0.78,1,106,uniform,ball_tree,euclidean,1,25,46,71,,,,,,
72,0.9133696309739866,0.9057142857142857,5,222,uniform,ball_tree,euclidean,1,25,46,72,,,,,,
73,0.7083484573502722,0.7085714285714286,35,33,uniform,ball_tree,euclidean,0,41,73,,,,,,,
74,0.8471869328493649,0.8076190476190476,25,99,uniform,ball_tree,euclidean,0,41,74,,,,,,,
75,0.7083484573502722,0.7085714285714286,41,300,uniform,ball_tree,euclidean,0,75,,,,,,,,
76,0.9064730792498488,0.9057142857142857,8,300,uniform,ball_tree,euclidean,0,76,,,,,,,,
77,1.0,0.78,1,100,uniform,ball_tree,euclidean,3,13,49,77,,,,,,
78,1.0,0.78,1,80,uniform,ball_tree,euclidean,3,13,49,78,,,,,,
79,0.9167574107683001,0.8342857142857143,3,25,uniform,ball_tree,euclidean,7,30,55,79,,,,,,
80,1.0,0.7666666666666667,1,16,uniform,ball_tree,euclidean,7,30,55,80,,,,,,
81,0.8994555353901996,0.836190476190476,17,41,uniform,ball_tree,euclidean,3,13,81,,,,,,,
82,0.9099213551119177,0.8638095238095238,12,25,uniform,ball_tree,euclidean,3,13,82,,,,,,,
83,0.8019963702359346,0.8085714285714285,31,123,uniform,ball_tree,euclidean,7,30,83,,,,,,,
84,0.843859649122807,0.822857142857143,26,142,uniform,ball_tree,euclidean,7,30,84,,,,,,,
85,0.7083484573502722,0.7085714285714286,42,147,uniform,ball_tree,euclidean,3,13,48,85,,,,,,
86,1.0,0.7666666666666667,1,8,uniform,ball_tree,euclidean,3,13,48,86,,,,,,
87,0.8333333333333333,0.836190476190476,29,36,uniform,ball_tree,euclidean,6,21,51,87,,,,,,
88,0.9064125831820931,0.8495238095238096,14,11,uniform,ball_tree,euclidean,6,21,51,88,,,,,,
89,0.9064730792498488,0.9057142857142857,8,2,uniform,ball_tree,euclidean,2,11(s),89(s),,,,,,,
90,0.9133091349062312,0.8342857142857143,3,71,uniform,ball_tree,euclidean,2,11(s),90(s),,,,,,,
91,1.0,0.78,1,283,uniform,ball_tree,euclidean,2,11(s),91(s),,,,,,,
92,1.0,0.78,1,157,uniform,ball_tree,euclidean,3,14,92,,,,,,,
93,0.9029643073200242,0.9057142857142857,6,57,uniform,ball_tree,euclidean,3,14,93,,,,,,,
94,0.9029643073200242,0.9057142857142857,6,82,uniform,ball_tree,euclidean,2,58(s),94,,,,,,,
95,0.9064730792498488,0.8914285714285715,4,59,uniform,ball_tree,euclidean,2,58(s),95,,,,,,,
96,0.8960072595281308,0.8209523809523809,2,159,uniform,ball_tree,euclidean,2,31(s),64,96,,,,,,
97,0.9029643073200242,0.9057142857142857,6,101,uniform,ball_tree,euclidean,2,31(s),64,97,,,,,,
98,0.8960072595281308,0.8209523809523809,2,7,uniform,ball_tree,euclidean,2,11(s),34,98,,,,,,
99,0.9133696309739866,0.9057142857142857,5,5,uniform,ball_tree,euclidean,2,11(s),34,99,,,,,,
100,0.9098608590441621,0.862857142857143,13,23,uniform,ball_tree,euclidean,3,14,36,100,,,,,,
101,0.8960072595281308,0.8209523809523809,2,50,uniform,ball_tree,euclidean,3,14,36,101,,,,,,
102,0.9099213551119177,0.9057142857142857,7,300,uniform,ball_tree,euclidean,2,31(s),63,102,,,,,,
103,0.9064125831820931,0.836190476190476,15,300,uniform,ball_tree,euclidean,2,31(s),63,103,,,,,,
104,0.9064125831820931,0.836190476190476,15,300,uniform,ball_tree,euclidean,0,104,,,,,,,,
105,0.7083484573502722,0.7085714285714286,34,300,uniform,ball_tree,euclidean,0,105,,,,,,,,
106,0.8994555353901996,0.8209523809523809,2,8,uniform,ball_tree,euclidean,3,13,49,106,,,,,,
107,0.8960072595281308,0.8209523809523809,2,111,uniform,ball_tree,euclidean,3,13,49,107,,,,,,
108,1.0,0.7666666666666667,1,2,uniform,ball_tree,euclidean,2,11(s),34,66,108,,,,,
109,1.0,0.78,1,34,uniform,ball_tree,euclidean,2,11(s),34,66,109,,,,,
110,1.0,0.7666666666666667,1,12,uniform,ball_tree,euclidean,3,13,48,86,110,,,,,
111,1.0,0.7666666666666667,1,3,uniform,ball_tree,euclidean,3,13,48,86,111,,,,,
112,0.7083484573502722,0.7085714285714286,37,13,uniform,ball_tree,euclidean,7,30,112,,,,,,,
113,0.8820931639443435,0.8352380952380953,21,62,uniform,ball_tree,euclidean,7,30,113,,,,,,,
114,0.7083484573502722,0.7085714285714286,38,137,uniform,ball_tree,euclidean,3,13,48,85,114,,,,,
115,0.8995160314579552,0.8495238095238096,14,196,uniform,ball_tree,euclidean,3,13,48,85,115,,,,,
116,0.9133091349062312,0.8342857142857143,3,46,uniform,ball_tree,euclidean,2,11(s),116(s),,,,,,,
117,1.0,0.78,1,269,uniform,ball_tree,euclidean,2,11(s),117(s),,,,,,,
118,0.9064730792498488,0.8914285714285715,4,141,uniform,ball_tree,euclidean,2,11(s),118(s),,,,,,,
119,0.9133696309739868,0.8914285714285715,11,130,uniform,ball_tree,euclidean,3,14,119,,,,,,,
120,0.9029643073200242,0.8914285714285715,12,71,uniform,ball_tree,euclidean,3,14,120,,,,,,,
121,1.0,0.78,1,69,uniform,ball_tree,euclidean,2,31(s),64,121,,,,,,
122,0.9064730792498488,0.8914285714285715,4,41,uniform,ball_tree,euclidean,2,31(s),64,122,,,,,,
123,1.0,0.78,1,1,uniform,ball_tree,euclidean,2,11(s),89(s),123,,,,,,
124,0.9099213551119177,0.8914285714285715,9,1,uniform,ball_tree,euclidean,2,11(s),89(s),124,,,,,,
125,0.9133091349062312,0.8342857142857143,3,33,uniform,ball_tree,euclidean,3,14,93,125,,,,,,
126,0.9168784029038113,0.8914285714285715,11,3,uniform,ball_tree,euclidean,3,14,93,126,,,,,,
127,0.9099213551119177,0.9057142857142857,7,194,uniform,ball_tree,euclidean,2,31(s),63,102,127,,,,,
128,0.9133091349062312,0.8342857142857143,3,5,uniform,ball_tree,euclidean,2,31(s),63,102,128,,,,,
129,0.8960677555958864,0.8914285714285715,10,300,uniform,ball_tree,euclidean,2,31(s),63,129,,,,,,
130,0.9064125831820931,0.836190476190476,15,219,uniform,ball_tree,euclidean,2,31(s),63,130,,,,,,
131,1.0,0.78,1,32,uniform,ball_tree,euclidean,3,14,36,101,131,,,,,
132,0.8960072595281308,0.8209523809523809,2,77,uniform,ball_tree,euclidean,3,14,36,101,132,,,,,
133,1.0,0.78,1,96,uniform,ball_tree,euclidean,3,14,92,133,,,,,,
134,1.0,0.78,1,54,uniform,ball_tree,euclidean,3,14,92,134,,,,,,
135,1.0,0.7666666666666667,1,22,uniform,ball_tree,euclidean,2,11(s),34,66,109,135,,,,
136,1.0,0.7666666666666667,1,15,uniform,ball_tree,euclidean,2,11(s),34,66,109,136,,,,
137,1.0,0.7666666666666667,1,12,uniform,ball_tree,euclidean,3,13,48,86,137,,,,,
138,1.0,0.7666666666666667,1,7,uniform,ball_tree,euclidean,3,13,48,86,138,,,,,
139,1.0,0.78,1,1,uniform,ball_tree,euclidean,2,11(s),34,66,108,139,,,,
140,1.0,0.7666666666666667,1,3,uniform,ball_tree,euclidean,2,11(s),34,66,108,140,,,,
141,0.9064730792498488,0.8914285714285715,4,143,uniform,ball_tree,euclidean,2,11(s),141(s),,,,,,,
142,1.0,0.78,1,56,uniform,ball_tree,euclidean,2,11(s),142(s),,,,,,,
143,0.9029643073200242,0.9057142857142857,6,196,uniform,ball_tree,euclidean,2,11(s),143(s),,,,,,,
144,0.9029643073200242,0.9057142857142857,6,108,uniform,ball_tree,euclidean,2,31(s),64,144,,,,,,
145,1.0,0.78,1,130,uniform,ball_tree,euclidean,2,31(s),64,145,,,,,,
146,0.9099213551119177,0.8780952380952382,12,2,uniform,ball_tree,euclidean,2,11(s),89(s),146,,,,,,
147,0.8994555353901996,0.836190476190476,15,1,uniform,ball_tree,euclidean,2,11(s),89(s),147,,,,,,
148,0.9133696309739866,0.862857142857143,13,232,uniform,ball_tree,euclidean,2,31(s),63,102,148,,,,,
149,0.9133696309739868,0.8914285714285715,11,31,uniform,ball_tree,euclidean,2,31(s),63,102,149,,,,,
150,0.9133696309739868,0.8914285714285715,11,37,uniform,ball_tree,euclidean,2,31(s),63,150,,,,,,
151,0.9064125831820931,0.836190476190476,15,53,uniform,ball_tree,euclidean,2,31(s),63,151,,,,,,
152,0.8960072595281308,0.8209523809523809,2,18,uniform,ball_tree,euclidean,2,11(s),118(s),152,,,,,,
153,0.9167574107683001,0.8342857142857143,3,1,uniform,ball_tree,euclidean,2,11(s),118(s),153,,,,,,
154,0.8960072595281308,0.8209523809523809,2,91,uniform,ball_tree,euclidean,3,14,120,154,,,,,,
155,0.8682395644283123,0.7933333333333332,22,68,uniform,ball_tree,euclidean,3,14,120,155,,,,,,
156,0.9098608590441621,0.8342857142857143,3,12,uniform,ball_tree,euclidean,2,31(s),64,122,156,,,,,
157,0.9133091349062312,0.8342857142857143,3,80,uniform,ball_tree,euclidean,2,31(s),64,122,157,,,,,
158,0.895946763460375,0.836190476190476,19,2,uniform,ball_tree,euclidean,3,14,93,126,158,,,,,
159,0.895946763460375,0.836190476190476,19,1,uniform,ball_tree,euclidean,3,14,93,126,159,,,,,
160,0.9064730792498488,0.9057142857142857,8,37,uniform,ball_tree,euclidean,2,31(s),63,129,160,,,,,
161,0.9133696309739866,0.862857142857143,13,73,uniform,ball_tree,euclidean,2,31(s),63,129,161,,,,,
162,0.8960072595281308,0.8209523809523809,2,83,uniform,ball_tree,euclidean,2,11(s),116(s),162,,,,,,
163,1.0,0.78,1,62,uniform,ball_tree,euclidean,2,11(s),116(s),163,,,,,,
164,1.0,0.78,1,205,uniform,ball_tree,euclidean,3,14,92,164,,,,,,
165,1.0,0.78,1,296,uniform,ball_tree,euclidean,3,14,92,165,,,,,,
166,1.0,0.78,1,64,uniform,ball_tree,euclidean,2,11(s),34,66,109,166,,,,
167,1.0,0.7666666666666667,1,21,uniform,ball_tree,euclidean,2,11(s),34,66,109,167,,,,
168,1.0,0.78,1,63,uniform,ball_tree,euclidean,2,31(s),64,121,168,,,,,
169,1.0,0.78,1,83,uniform,ball_tree,euclidean,2,31(s),64,121,169,,,,,
170,1.0,0.78,1,1,uniform,ball_tree,euclidean,2,11(s),34,66,108,139,170.0,,,
171,1.0,0.78,1,1,uniform,ball_tree,euclidean,2,11(s),34,66,108,139,171.0,,,
172,1.0,0.7666666666666667,1,3,uniform,ball_tree,euclidean,3,13,48,86,172,,,,,
173,1.0,0.78,1,1,uniform,ball_tree,euclidean,3,13,48,86,173,,,,,
174,1.0,0.78,1,1,uniform,ball_tree,euclidean,2,11(s),34,66,108,140,174.0,,,
175,1.0,0.7666666666666667,1,4,uniform,ball_tree,euclidean,2,11(s),34,66,108,140,175.0,,,
176,0.9064730792498488,0.9057142857142857,8,182,uniform,ball_tree,euclidean,2,11(s),176(s),,,,,,,
177,0.9133091349062312,0.8342857142857143,3,7,uniform,ball_tree,euclidean,2,11(s),177(s),,,,,,,
178,0.9029643073200242,0.9057142857142857,6,101,uniform,ball_tree,euclidean,2,11(s),178(s),,,,,,,
179,0.9168784029038113,0.8914285714285715,9,40,uniform,ball_tree,euclidean,2,31(s),64,179(s),,,,,,
180,1.0,0.78,1,80,uniform,ball_tree,euclidean,2,31(s),64,180(s),,,,,,
181,0.9099213551119177,0.9057142857142857,7,166,uniform,ball_tree,euclidean,2,31(s),64,181(s),,,,,,
182,1.0,0.78,1,1,uniform,ball_tree,euclidean,2,11(s),89(s),182,,,,,,
183,0.9133696309739866,0.8914285714285715,5,2,uniform,ball_tree,euclidean,2,11(s),89(s),183,,,,,,
184,0.8960072595281308,0.8209523809523809,2,269,uniform,ball_tree,euclidean,2,11(s),143(s),184,,,,,,
185,0.9168784029038113,0.8914285714285715,9,228,uniform,ball_tree,euclidean,2,11(s),143(s),185,,,,,,
186,0.9099213551119177,0.8914285714285715,9,10,uniform,ball_tree,euclidean,2,31(s),64,144,186,,,,,
187,0.8960677555958864,0.8914285714285715,10,195,uniform,ball_tree,euclidean,2,31(s),64,144,187,,,,,
188,0.9133696309739866,0.9057142857142857,5,265,uniform,ball_tree,euclidean,2,11(s),118(s),188,,,,,,
189,0.9133696309739866,0.9057142857142857,5,147,uniform,ball_tree,euclidean,2,11(s),118(s),189,,,,,,
190,0.8681790683605565,0.8076190476190476,23,126,uniform,ball_tree,euclidean,3,14,120,190,,,,,,
191,0.8995160314579552,0.8495238095238096,14,116,uniform,ball_tree,euclidean,3,14,120,191,,,,,,
192,0.8995160314579552,0.8495238095238096,14,35,uniform,ball_tree,euclidean,2,31(s),63,102,149,192,,,,
193,0.9099213551119177,0.8914285714285715,9,10,uniform,ball_tree,euclidean,2,31(s),63,102,149,193,,,,
194,0.9064125831820931,0.836190476190476,15,146,uniform,ball_tree,euclidean,2,31(s),63,102,148,194,,,,
195,1.0,0.78,1,300,uniform,ball_tree,euclidean,2,31(s),63,102,148,195,,,,
196,0.9064730792498488,0.9057142857142857,7,1,uniform,ball_tree,euclidean,2,11(s),89(s),147,196,,,,,
197,0.8437991530550514,0.821904761904762,24,1,uniform,ball_tree,euclidean,2,11(s),89(s),147,197,,,,,
198,0.7083484573502722,0.7085714285714286,35,1,uniform,ball_tree,euclidean,3,14,93,126,158,198,,,,
199,0.8473079249848758,0.822857142857143,26,2,uniform,ball_tree,euclidean,3,14,93,126,158,199,,,,
200,0.9064730792498488,0.8914285714285715,4,1,uniform,ball_tree,euclidean,2,11(s),118(s),153,200,,,,,
201,1.0,0.78,1,1,uniform,ball_tree,euclidean,2,11(s),118(s),153,201,,,,,
202,0.9133696309739866,0.8914285714285715,5,3,uniform,ball_tree,euclidean,2,31(s),64,122,156,202,,,,
203,0.9133696309739866,0.9057142857142857,5,18,uniform,ball_tree,euclidean,2,31(s),64,122,156,203,,,,
204,0.9167574107683001,0.8342857142857143,3,1,uniform,ball_tree,euclidean,2,11(s),118(s),152,204,,,,,
205,0.8960072595281308,0.8209523809523809,2,30,uniform,ball_tree,euclidean,2,11(s),118(s),152,205,,,,,
206,0.8960072595281308,0.8209523809523809,2,141,uniform,ball_tree,euclidean,2,11(s),116(s),162,206,,,,,
207,0.8960072595281308,0.8209523809523809,2,49,uniform,ball_tree,euclidean,2,11(s),116(s),162,207,,,,,
208,0.9168784029038113,0.8914285714285715,11,3,uniform,ball_tree,euclidean,3,14,120,155,208,,,,,
209,0.7083484573502722,0.7085714285714286,35,56,uniform,ball_tree,euclidean,3,14,120,155,209,,,,,
210,1.0,0.78,1,100,uniform,ball_tree,euclidean,3,14,92,210,,,,,,
211,1.0,0.78,1,272,uniform,ball_tree,euclidean,3,14,92,211,,,,,,
212,1.0,0.78,1,41,uniform,ball_tree,euclidean,2,11(s),34,66,109,212,,,,
213,1.0,0.78,1,63,uniform,ball_tree,euclidean,2,11(s),34,66,109,213,,,,
214,1.0,0.7666666666666667,1,18,uniform,ball_tree,euclidean,2,31(s),64,121,214,,,,,
215,1.0,0.78,1,80,uniform,ball_tree,euclidean,2,31(s),64,121,215,,,,,
216,1.0,0.78,1,124,uniform,ball_tree,euclidean,3,14,92,164,216,,,,,
217,1.0,0.78,1,58,uniform,ball_tree,euclidean,3,14,92,164,217,,,,,
218,1.0,0.78,1,300,uniform,ball_tree,euclidean,3,14,92,165,218,,,,,
219,1.0,0.78,1,300,uniform,ball_tree,euclidean,3,14,92,165,219,,,,,
220,1.0,0.78,1,38,uniform,ball_tree,euclidean,2,11(s),34,66,109,166,220.0,,,
221,1.0,0.7666666666666667,1,14,uniform,ball_tree,euclidean,2,11(s),34,66,109,166,221.0,,,
222,1.0,0.78,1,125,uniform,ball_tree,euclidean,2,31(s),64,121,168,222,,,,
223,1.0,0.78,1,60,uniform,ball_tree,euclidean,2,31(s),64,121,168,223,,,,
224,1.0,0.78,1,1,uniform,ball_tree,euclidean,2,11(s),34,66,108,140,174.0,224.0,,
225,1.0,0.78,1,1,uniform,ball_tree,euclidean,2,11(s),34,66,108,140,174.0,225.0,,
226,1.0,0.7666666666666667,1,2,uniform,ball_tree,euclidean,3,13,48,86,226,,,,,
227,1.0,0.7666666666666667,1,11,uniform,ball_tree,euclidean,3,13,48,86,227,,,,,
228,0.9064730792498488,0.8914285714285715,4,117,uniform,ball_tree,euclidean,2,11(s),228(s),,,,,,,
229,0.9064730792498488,0.9057142857142857,7,23,uniform,ball_tree,euclidean,2,11(s),229(s),,,,,,,
230,0.8960072595281308,0.8209523809523809,2,128,uniform,ball_tree,euclidean,2,11(s),230(s),,,,,,,
231,0.9133696309739866,0.9057142857142857,5,300,uniform,ball_tree,euclidean,2,11(s),143(s),231(s),,,,,,
232,0.9133696309739866,0.9057142857142857,5,300,uniform,ball_tree,euclidean,2,11(s),143(s),232(s),,,,,,
233,0.9133091349062312,0.8342857142857143,3,229,uniform,ball_tree,euclidean,2,11(s),143(s),233(s),,,,,,
234,1.0,0.78,1,200,uniform,ball_tree,euclidean,2,31(s),64,144,234,,,,,
235,0.9133696309739868,0.8914285714285715,11,57,uniform,ball_tree,euclidean,2,31(s),64,144,235,,,,,
236,0.8994555353901996,0.8209523809523809,2,13,uniform,ball_tree,euclidean,2,11(s),178(s),236,,,,,,
237,0.9168784029038113,0.8914285714285715,9,134,uniform,ball_tree,euclidean,2,11(s),178(s),237,,,,,,
238,1.0,0.78,1,98,uniform,ball_tree,euclidean,2,11(s),118(s),188,238,,,,,
239,1.0,0.7666666666666667,1,7,uniform,ball_tree,euclidean,2,11(s),118(s),188,239,,,,,
240,0.9064730792498488,0.9057142857142857,8,1,uniform,ball_tree,euclidean,2,11(s),89(s),147,196,240,,,,
241,0.9064730792498488,0.9057142857142857,7,1,uniform,ball_tree,euclidean,2,11(s),89(s),147,196,241,,,,
242,0.9064730792498488,0.9057142857142857,8,11,uniform,ball_tree,euclidean,2,31(s),63,102,149,242,,,,
243,0.9064125831820931,0.836190476190476,15,8,uniform,ball_tree,euclidean,2,31(s),63,102,149,243,,,,
244,0.9064730792498488,0.9057142857142857,7,1,uniform,ball_tree,euclidean,2,11(s),118(s),153,200,244,,,,
245,1.0,0.78,1,1,uniform,ball_tree,euclidean,2,11(s),118(s),153,200,245,,,,
246,1.0,0.78,1,1,uniform,ball_tree,euclidean,2,31(s),64,122,156,202,246.0,,,
247,0.9064730792498488,0.8914285714285715,4,3,uniform,ball_tree,euclidean,2,31(s),64,122,156,202,247.0,,,
248,0.8471869328493649,0.8076190476190476,25,153,uniform,ball_tree,euclidean,3,14,120,191,248,,,,,
249,0.8368421052631578,0.821904761904762,27,189,uniform,ball_tree,euclidean,3,14,120,191,249,,,,,
250,0.9168784029038113,0.8914285714285715,11,2,uniform,ball_tree,euclidean,3,14,93,126,158,199,250.0,,,
251,0.9167574107683001,0.8342857142857143,3,1,uniform,ball_tree,euclidean,3,14,93,126,158,199,251.0,,,
252,0.8960072595281308,0.8209523809523809,2,29,uniform,ball_tree,euclidean,2,11(s),118(s),152,252,,,,,
253,0.8925589836660617,0.8209523809523809,2,2,uniform,ball_tree,euclidean,2,11(s),118(s),152,253,,,,,
254,1.0,0.7666666666666667,1,16,uniform,ball_tree,euclidean,2,11(s),116(s),162,254,,,,,
255,1.0,0.78,1,74,uniform,ball_tree,euclidean,2,11(s),116(s),162,255,,,,,
256,1.0,0.78,1,94,uniform,ball_tree,euclidean,2,11(s),116(s),162,207,256,,,,
257,0.8960072595281308,0.8209523809523809,2,63,uniform,ball_tree,euclidean,2,11(s),116(s),162,207,257,,,,
258,1.0,0.7666666666666667,1,26,uniform,ball_tree,euclidean,2,11(s),34,66,109,258,,,,
259,1.0,0.78,1,39,uniform,ball_tree,euclidean,2,11(s),34,66,109,259,,,,
260,1.0,0.78,1,300,uniform,ball_tree,euclidean,3,14,92,164,260,,,,,
261,1.0,0.78,1,154,uniform,ball_tree,euclidean,3,14,92,164,261,,,,,
262,1.0,0.78,1,1,uniform,ball_tree,euclidean,2,11(s),34,66,108,140,174.0,262.0,,
263,1.0,0.78,1,1,uniform,ball_tree,euclidean,2,11(s),34,66,108,140,174.0,263.0,,
264,1.0,0.78,1,1,uniform,ball_tree,euclidean,2,11(s),118(s),153,201,264,,,,
265,1.0,0.78,1,1,uniform,ball_tree,euclidean,2,11(s),118(s),153,201,265,,,,
266,1.0,0.78,1,300,uniform,ball_tree,euclidean,3,14,92,211,266,,,,,
267,1.0,0.78,1,38,uniform,ball_tree,euclidean,3,14,92,211,267,,,,,
